
Grupe de varsta a sotului , Grupa de varsta a sotiei pentru casatorii, Ani, UM: Numar persoane, Valoare
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 2015, Numar persoane, 2231
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 2016, Numar persoane, 2492
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 1990, Numar persoane, 778
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 1991, Numar persoane, 875
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 1992, Numar persoane, 896
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 1993, Numar persoane, 869
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 1994, Numar persoane, 894
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 1995, Numar persoane, 979
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 1996, Numar persoane, 892
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 1997, Numar persoane, 909
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 1998, Numar persoane, 949
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 1999, Numar persoane, 872
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2000, Numar persoane, 813
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2001, Numar persoane, 741
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2002, Numar persoane, 691
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2003, Numar persoane, 684
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2004, Numar persoane, 753
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2005, Numar persoane, 698
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2006, Numar persoane, 709
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2007, Numar persoane, 1155
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2008, Numar persoane, 1202
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2009, Numar persoane, 1220
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2010, Numar persoane, 1226
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2011, Numar persoane, 1258
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2012, Numar persoane, 1436
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2013, Numar persoane, 1146
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2014, Numar persoane, 1331
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2015, Numar persoane, 1555
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2016, Numar persoane, 1853
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 1990, Numar persoane, 281
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 1991, Numar persoane, 256
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 1992, Numar persoane, 243
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 1993, Numar persoane, 273
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 1994, Numar persoane, 291
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 1995, Numar persoane, 340
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 1996, Numar persoane, 350
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 1997, Numar persoane, 285
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 1998, Numar persoane, 385
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 1999, Numar persoane, 324
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2000, Numar persoane, 271
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2001, Numar persoane, 311
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2002, Numar persoane, 270
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2003, Numar persoane, 286
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2004, Numar persoane, 368
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2005, Numar persoane, 298
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2006, Numar persoane, 301
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2007, Numar persoane, 401
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2008, Numar persoane, 350
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2009, Numar persoane, 254
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2010, Numar persoane, 239
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2011, Numar persoane, 290
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2012, Numar persoane, 319
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2013, Numar persoane, 371
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2014, Numar persoane, 500
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2015, Numar persoane, 538
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2016, Numar persoane, 665
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 1990, Numar persoane, 75
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 1991, Numar persoane, 85
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 1992, Numar persoane, 77
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 1993, Numar persoane, 75
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 1994, Numar persoane, 63
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 1995, Numar persoane, 71
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 1996, Numar persoane, 73
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 1997, Numar persoane, 57
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 1998, Numar persoane, 73
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 1999, Numar persoane, 58
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2000, Numar persoane, 78
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2001, Numar persoane, 74
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2002, Numar persoane, 75
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2003, Numar persoane, 89
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2004, Numar persoane, 105
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2005, Numar persoane, 84
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2006, Numar persoane, 98
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2007, Numar persoane, 101
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2008, Numar persoane, 107
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2009, Numar persoane, 87
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2010, Numar persoane, 70
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2011, Numar persoane, 73
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2012, Numar persoane, 73
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2013, Numar persoane, 82
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2014, Numar persoane, 77
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2015, Numar persoane, 83
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2016, Numar persoane, 101
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 1990, Numar persoane, 19
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 1991, Numar persoane, 27
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 1992, Numar persoane, 21
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 1993, Numar persoane, 13
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 1994, Numar persoane, 24
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 1995, Numar persoane, 16
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 1996, Numar persoane, 15
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 1997, Numar persoane, 9
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 1998, Numar persoane, 11
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 1999, Numar persoane, 16
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2000, Numar persoane, 11
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2001, Numar persoane, 14
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2002, Numar persoane, 16
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2003, Numar persoane, 11
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2004, Numar persoane, 13
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2005, Numar persoane, 19
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2006, Numar persoane, 25
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2007, Numar persoane, 22
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2008, Numar persoane, 19
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2009, Numar persoane, 13
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2010, Numar persoane, 15
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2011, Numar persoane, 16
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2012, Numar persoane, 16
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2013, Numar persoane, 11
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2014, Numar persoane, 16
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2015, Numar persoane, 24
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2016, Numar persoane, 22
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 1990, Numar persoane, 11
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 1991, Numar persoane, 4
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 1992, Numar persoane, 9
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 1993, Numar persoane, 7
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 1994, Numar persoane, 3
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 1995, Numar persoane, 8
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 1996, Numar persoane, 7
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 1997, Numar persoane, 4
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 1998, Numar persoane, 5
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 1999, Numar persoane, 4
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2000, Numar persoane, 6
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2001, Numar persoane, 4
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2002, Numar persoane, 2
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2003, Numar persoane, 2
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2004, Numar persoane, 4
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2005, Numar persoane, 7
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2006, Numar persoane, 2
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2007, Numar persoane, 5
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2008, Numar persoane, 4
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2009, Numar persoane, 7
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2010, Numar persoane, 1
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2011, Numar persoane, 4
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2012, Numar persoane, 4
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2013, Numar persoane, 8
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2014, Numar persoane, 3
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2015, Numar persoane, 7
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2016, Numar persoane, 2
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 1990, Numar persoane, 13
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 1991, Numar persoane, 8
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 1992, Numar persoane, 13
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 1993, Numar persoane, 9
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 1994, Numar persoane, 12
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 1995, Numar persoane, 11
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 1996, Numar persoane, 11
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 1997, Numar persoane, 13
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 1998, Numar persoane, 17
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 1999, Numar persoane, 11
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2000, Numar persoane, 24
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2001, Numar persoane, 18
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2002, Numar persoane, 15
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2003, Numar persoane, 13
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2004, Numar persoane, 22
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2005, Numar persoane, 13
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2006, Numar persoane, 27
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2007, Numar persoane, 9
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2008, Numar persoane, 6
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2009, Numar persoane, 4
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2010, Numar persoane, 1
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2011, Numar persoane, 5
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2012, Numar persoane, 6
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2013, Numar persoane, 3
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2014, Numar persoane, 1
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2015, Numar persoane, 15
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2016, Numar persoane, 6
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 1990, Numar persoane, 69
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 1991, Numar persoane, 69
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 1992, Numar persoane, 80
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 1993, Numar persoane, 57
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 1994, Numar persoane, 60
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 1995, Numar persoane, 76
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 1996, Numar persoane, 69
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 1997, Numar persoane, 79
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 1998, Numar persoane, 77
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 1999, Numar persoane, 95
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2000, Numar persoane, 135
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2001, Numar persoane, 123
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2002, Numar persoane, 121
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2003, Numar persoane, 145
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2004, Numar persoane, 146
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2005, Numar persoane, 128
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2006, Numar persoane, 112
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2007, Numar persoane, 86
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2008, Numar persoane, 68
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2009, Numar persoane, 52
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2010, Numar persoane, 52
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2011, Numar persoane, 41
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2012, Numar persoane, 45
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2013, Numar persoane, 60
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2014, Numar persoane, 64
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2015, Numar persoane, 52
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2016, Numar persoane, 59
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 1990, Numar persoane, 136
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 1991, Numar persoane, 101
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 1992, Numar persoane, 107
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 1993, Numar persoane, 118
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 1994, Numar persoane, 176
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 1995, Numar persoane, 232
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 1996, Numar persoane, 265
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 1997, Numar persoane, 284
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 1998, Numar persoane, 254
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 1999, Numar persoane, 245
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2000, Numar persoane, 291
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2001, Numar persoane, 303
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2002, Numar persoane, 280
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2003, Numar persoane, 316
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2004, Numar persoane, 401
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2005, Numar persoane, 435
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2006, Numar persoane, 342
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2007, Numar persoane, 284
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2008, Numar persoane, 290
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2009, Numar persoane, 197
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2010, Numar persoane, 152
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2011, Numar persoane, 146
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2012, Numar persoane, 151
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2013, Numar persoane, 196
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2014, Numar persoane, 221
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2015, Numar persoane, 242
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2016, Numar persoane, 277
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 1990, Numar persoane, 282
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 1991, Numar persoane, 273
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 1992, Numar persoane, 254
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 1993, Numar persoane, 207
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 1994, Numar persoane, 287
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 1995, Numar persoane, 295
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 1996, Numar persoane, 319
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 1997, Numar persoane, 338
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 1998, Numar persoane, 480
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 1999, Numar persoane, 464
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2000, Numar persoane, 572
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2001, Numar persoane, 588
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2002, Numar persoane, 624
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2003, Numar persoane, 590
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2004, Numar persoane, 706
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2005, Numar persoane, 658
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2006, Numar persoane, 611
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2007, Numar persoane, 687
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2008, Numar persoane, 612
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2009, Numar persoane, 476
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2010, Numar persoane, 340
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2011, Numar persoane, 355
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2012, Numar persoane, 353
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2013, Numar persoane, 387
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2014, Numar persoane, 520
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2015, Numar persoane, 526
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2016, Numar persoane, 546
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 1990, Numar persoane, 543
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 1991, Numar persoane, 533
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 1992, Numar persoane, 471
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 1993, Numar persoane, 489
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 1994, Numar persoane, 528
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 1995, Numar persoane, 607
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 1996, Numar persoane, 604
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 1997, Numar persoane, 549
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 1998, Numar persoane, 578
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 1999, Numar persoane, 489
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2000, Numar persoane, 520
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2001, Numar persoane, 511
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2002, Numar persoane, 573
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2003, Numar persoane, 657
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2004, Numar persoane, 926
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2005, Numar persoane, 990
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2006, Numar persoane, 1009
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2007, Numar persoane, 1434
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2008, Numar persoane, 982
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2009, Numar persoane, 679
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2010, Numar persoane, 520
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2011, Numar persoane, 485
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2012, Numar persoane, 536
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2013, Numar persoane, 685
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2014, Numar persoane, 902
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2015, Numar persoane, 994
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2016, Numar persoane, 1028
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 1990, Numar persoane, 668
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 1991, Numar persoane, 632
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 1992, Numar persoane, 664
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 1993, Numar persoane, 662
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 1994, Numar persoane, 737
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 1995, Numar persoane, 850
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 1996, Numar persoane, 823
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 1997, Numar persoane, 782
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 1998, Numar persoane, 826
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 1999, Numar persoane, 785
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2000, Numar persoane, 841
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2001, Numar persoane, 784
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2002, Numar persoane, 717
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2003, Numar persoane, 723
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2004, Numar persoane, 841
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2005, Numar persoane, 830
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2006, Numar persoane, 827
