
Clasificarea internationala a maladiilor - Revizia a X a 1994, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
din care:   Boala ischemica a inimii, Regiunea CENTRU, Anul 2001, Numar persoane, 8088
din care:   Boala ischemica a inimii, Regiunea CENTRU, Anul 2002, Numar persoane, 8779
din care:   Boala ischemica a inimii, Regiunea CENTRU, Anul 2003, Numar persoane, 8479
din care:   Boala ischemica a inimii, Regiunea CENTRU, Anul 2004, Numar persoane, 8209
din care:   Boala ischemica a inimii, Regiunea CENTRU, Anul 2005, Numar persoane, 8450
din care:   Boala ischemica a inimii, Regiunea CENTRU, Anul 2006, Numar persoane, 8691
din care:   Boala ischemica a inimii, Regiunea CENTRU, Anul 2007, Numar persoane, 7959
din care:   Boala ischemica a inimii, Regiunea CENTRU, Anul 2008, Numar persoane, 8019
din care:   Boala ischemica a inimii, Regiunea CENTRU, Anul 2009, Numar persoane, 8062
din care:   Boala ischemica a inimii, Regiunea CENTRU, Anul 2010, Numar persoane, 8096
din care:   Boala ischemica a inimii, Regiunea CENTRU, Anul 2011, Numar persoane, 8057
din care:   Boala ischemica a inimii, Regiunea CENTRU, Anul 2012, Numar persoane, 8134
din care:   Boala ischemica a inimii, Regiunea CENTRU, Anul 2013, Numar persoane, 7900
din care:   Boala ischemica a inimii, Regiunea NORD-EST, Anul 1994, Numar persoane, 6585
din care:   Boala ischemica a inimii, Regiunea NORD-EST, Anul 1995, Numar persoane, 6704
din care:   Boala ischemica a inimii, Regiunea NORD-EST, Anul 1996, Numar persoane, 7437
din care:   Boala ischemica a inimii, Regiunea NORD-EST, Anul 1997, Numar persoane, 7183
din care:   Boala ischemica a inimii, Regiunea NORD-EST, Anul 1998, Numar persoane, 7121
din care:   Boala ischemica a inimii, Regiunea NORD-EST, Anul 1999, Numar persoane, 7357
din care:   Boala ischemica a inimii, Regiunea NORD-EST, Anul 2000, Numar persoane, 7215
din care:   Boala ischemica a inimii, Regiunea NORD-EST, Anul 2001, Numar persoane, 7098
din care:   Boala ischemica a inimii, Regiunea NORD-EST, Anul 2002, Numar persoane, 7575
din care:   Boala ischemica a inimii, Regiunea NORD-EST, Anul 2003, Numar persoane, 7793
din care:   Boala ischemica a inimii, Regiunea NORD-EST, Anul 2004, Numar persoane, 7834
din care:   Boala ischemica a inimii, Regiunea NORD-EST, Anul 2005, Numar persoane, 7333
din care:   Boala ischemica a inimii, Regiunea NORD-EST, Anul 2006, Numar persoane, 7120
din care:   Boala ischemica a inimii, Regiunea NORD-EST, Anul 2007, Numar persoane, 7023
din care:   Boala ischemica a inimii, Regiunea NORD-EST, Anul 2008, Numar persoane, 7146
din care:   Boala ischemica a inimii, Regiunea NORD-EST, Anul 2009, Numar persoane, 7206
din care:   Boala ischemica a inimii, Regiunea NORD-EST, Anul 2010, Numar persoane, 7414
din care:   Boala ischemica a inimii, Regiunea NORD-EST, Anul 2011, Numar persoane, 7013
din care:   Boala ischemica a inimii, Regiunea NORD-EST, Anul 2012, Numar persoane, 7232
din care:   Boala ischemica a inimii, Regiunea NORD-EST, Anul 2013, Numar persoane, 6875
din care:   Boala ischemica a inimii, Regiunea SUD-EST, Anul 1994, Numar persoane, 5227
din care:   Boala ischemica a inimii, Regiunea SUD-EST, Anul 1995, Numar persoane, 4998
din care:   Boala ischemica a inimii, Regiunea SUD-EST, Anul 1996, Numar persoane, 5708
din care:   Boala ischemica a inimii, Regiunea SUD-EST, Anul 1997, Numar persoane, 5504
din care:   Boala ischemica a inimii, Regiunea SUD-EST, Anul 1998, Numar persoane, 5283
din care:   Boala ischemica a inimii, Regiunea SUD-EST, Anul 1999, Numar persoane, 5326
din care:   Boala ischemica a inimii, Regiunea SUD-EST, Anul 2000, Numar persoane, 4737
din care:   Boala ischemica a inimii, Regiunea SUD-EST, Anul 2001, Numar persoane, 5085
din care:   Boala ischemica a inimii, Regiunea SUD-EST, Anul 2002, Numar persoane, 4723
din care:   Boala ischemica a inimii, Regiunea SUD-EST, Anul 2003, Numar persoane, 4627
din care:   Boala ischemica a inimii, Regiunea SUD-EST, Anul 2004, Numar persoane, 4410
din care:   Boala ischemica a inimii, Regiunea SUD-EST, Anul 2005, Numar persoane, 4629
din care:   Boala ischemica a inimii, Regiunea SUD-EST, Anul 2006, Numar persoane, 4705
din care:   Boala ischemica a inimii, Regiunea SUD-EST, Anul 2007, Numar persoane, 4526
din care:   Boala ischemica a inimii, Regiunea SUD-EST, Anul 2008, Numar persoane, 4528
din care:   Boala ischemica a inimii, Regiunea SUD-EST, Anul 2009, Numar persoane, 4447
din care:   Boala ischemica a inimii, Regiunea SUD-EST, Anul 2010, Numar persoane, 4679
din care:   Boala ischemica a inimii, Regiunea SUD-EST, Anul 2011, Numar persoane, 4558
din care:   Boala ischemica a inimii, Regiunea SUD-EST, Anul 2012, Numar persoane, 4809
din care:   Boala ischemica a inimii, Regiunea SUD-EST, Anul 2013, Numar persoane, 4602
din care:   Boala ischemica a inimii, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 7114
din care:   Boala ischemica a inimii, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 7630
din care:   Boala ischemica a inimii, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 8115
din care:   Boala ischemica a inimii, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 8136
din care:   Boala ischemica a inimii, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 8024
din care:   Boala ischemica a inimii, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 8519
din care:   Boala ischemica a inimii, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 8450
din care:   Boala ischemica a inimii, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 8467
din care:   Boala ischemica a inimii, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 8532
din care:   Boala ischemica a inimii, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 8173
din care:   Boala ischemica a inimii, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 7623
din care:   Boala ischemica a inimii, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 7771
din care:   Boala ischemica a inimii, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 7953
din care:   Boala ischemica a inimii, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 8111
din care:   Boala ischemica a inimii, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 7808
din care:   Boala ischemica a inimii, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 7472
din care:   Boala ischemica a inimii, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 7500
din care:   Boala ischemica a inimii, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 7082
din care:   Boala ischemica a inimii, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 7293
din care:   Boala ischemica a inimii, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 6917
din care:   Boala ischemica a inimii, Regiunea BUCURESTI - ILFOV, Anul 1994, Numar persoane, 5743
din care:   Boala ischemica a inimii, Regiunea BUCURESTI - ILFOV, Anul 1995, Numar persoane, 6082
din care:   Boala ischemica a inimii, Regiunea BUCURESTI - ILFOV, Anul 1996, Numar persoane, 5950
din care:   Boala ischemica a inimii, Regiunea BUCURESTI - ILFOV, Anul 1997, Numar persoane, 5957
din care:   Boala ischemica a inimii, Regiunea BUCURESTI - ILFOV, Anul 1998, Numar persoane, 5836
din care:   Boala ischemica a inimii, Regiunea BUCURESTI - ILFOV, Anul 1999, Numar persoane, 5424
din care:   Boala ischemica a inimii, Regiunea BUCURESTI - ILFOV, Anul 2000, Numar persoane, 5165
din care:   Boala ischemica a inimii, Regiunea BUCURESTI - ILFOV, Anul 2001, Numar persoane, 4862
din care:   Boala ischemica a inimii, Regiunea BUCURESTI - ILFOV, Anul 2002, Numar persoane, 5419
din care:   Boala ischemica a inimii, Regiunea BUCURESTI - ILFOV, Anul 2003, Numar persoane, 5146
din care:   Boala ischemica a inimii, Regiunea BUCURESTI - ILFOV, Anul 2004, Numar persoane, 5034
din care:   Boala ischemica a inimii, Regiunea BUCURESTI - ILFOV, Anul 2005, Numar persoane, 5281
din care:   Boala ischemica a inimii, Regiunea BUCURESTI - ILFOV, Anul 2006, Numar persoane, 5322
din care:   Boala ischemica a inimii, Regiunea BUCURESTI - ILFOV, Anul 2007, Numar persoane, 5398
din care:   Boala ischemica a inimii, Regiunea BUCURESTI - ILFOV, Anul 2008, Numar persoane, 5314
din care:   Boala ischemica a inimii, Regiunea BUCURESTI - ILFOV, Anul 2009, Numar persoane, 5359
din care:   Boala ischemica a inimii, Regiunea BUCURESTI - ILFOV, Anul 2010, Numar persoane, 5275
din care:   Boala ischemica a inimii, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar persoane, 4494
din care:   Boala ischemica a inimii, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar persoane, 4789
din care:   Boala ischemica a inimii, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar persoane, 4777
din care:   Boala ischemica a inimii, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 4699
din care:   Boala ischemica a inimii, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 4983
din care:   Boala ischemica a inimii, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 5477
din care:   Boala ischemica a inimii, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 5375
din care:   Boala ischemica a inimii, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 5413
din care:   Boala ischemica a inimii, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 5371
din care:   Boala ischemica a inimii, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 4961
din care:   Boala ischemica a inimii, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 5137
din care:   Boala ischemica a inimii, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 5258
din care:   Boala ischemica a inimii, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 5001
din care:   Boala ischemica a inimii, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 4780
din care:   Boala ischemica a inimii, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 5243
din care:   Boala ischemica a inimii, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 5136
din care:   Boala ischemica a inimii, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 5118
din care:   Boala ischemica a inimii, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 5011
din care:   Boala ischemica a inimii, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 4777
din care:   Boala ischemica a inimii, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 4857
din care:   Boala ischemica a inimii, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 4564
din care:   Boala ischemica a inimii, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 4687
din care:   Boala ischemica a inimii, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 4560
din care:   Boala ischemica a inimii, Regiunea VEST, Anul 1994, Numar persoane, 6391
din care:   Boala ischemica a inimii, Regiunea VEST, Anul 1995, Numar persoane, 6438
din care:   Boala ischemica a inimii, Regiunea VEST, Anul 1996, Numar persoane, 6526
din care:   Boala ischemica a inimii, Regiunea VEST, Anul 1997, Numar persoane, 6601
din care:   Boala ischemica a inimii, Regiunea VEST, Anul 1998, Numar persoane, 6337
din care:   Boala ischemica a inimii, Regiunea VEST, Anul 1999, Numar persoane, 6636
din care:   Boala ischemica a inimii, Regiunea VEST, Anul 2000, Numar persoane, 6185
din care:   Boala ischemica a inimii, Regiunea VEST, Anul 2001, Numar persoane, 6001
din care:   Boala ischemica a inimii, Regiunea VEST, Anul 2002, Numar persoane, 6216
din care:   Boala ischemica a inimii, Regiunea VEST, Anul 2003, Numar persoane, 6185
din care:   Boala ischemica a inimii, Regiunea VEST, Anul 2004, Numar persoane, 6138
din care:   Boala ischemica a inimii, Regiunea VEST, Anul 2005, Numar persoane, 6140
din care:   Boala ischemica a inimii, Regiunea VEST, Anul 2006, Numar persoane, 5956
din care:   Boala ischemica a inimii, Regiunea VEST, Anul 2007, Numar persoane, 5602
din care:   Boala ischemica a inimii, Regiunea VEST, Anul 2008, Numar persoane, 5648
din care:   Boala ischemica a inimii, Regiunea VEST, Anul 2009, Numar persoane, 5573
din care:   Boala ischemica a inimii, Regiunea VEST, Anul 2010, Numar persoane, 5888
din care:   Boala ischemica a inimii, Regiunea VEST, Anul 2011, Numar persoane, 5736
din care:   Boala ischemica a inimii, Regiunea VEST, Anul 2012, Numar persoane, 5270
din care:   Boala ischemica a inimii, Regiunea VEST, Anul 2013, Numar persoane, 5076
din care:  Boli cerebro-vasculare, TOTAL, Anul 1990, Numar persoane, 38826
din care:  Boli cerebro-vasculare, TOTAL, Anul 1991, Numar persoane, 40026
din care:  Boli cerebro-vasculare, TOTAL, Anul 1992, Numar persoane, 41275
din care:  Boli cerebro-vasculare, TOTAL, Anul 1993, Numar persoane, 53398
din care:  Boli cerebro-vasculare, TOTAL, Anul 1994, Numar persoane, 53480
din care:  Boli cerebro-vasculare, TOTAL, Anul 1995, Numar persoane, 55144
din care:  Boli cerebro-vasculare, TOTAL, Anul 1996, Numar persoane, 57575
din care:  Boli cerebro-vasculare, TOTAL, Anul 1997, Numar persoane, 57010
din care:  Boli cerebro-vasculare, TOTAL, Anul 1998, Numar persoane, 55474
din care:  Boli cerebro-vasculare, TOTAL, Anul 1999, Numar persoane, 54245
din care:  Boli cerebro-vasculare, TOTAL, Anul 2000, Numar persoane, 51998
din care:  Boli cerebro-vasculare, TOTAL, Anul 2001, Numar persoane, 52774
din care:  Boli cerebro-vasculare, TOTAL, Anul 2002, Numar persoane, 55210
din care:  Boli cerebro-vasculare, TOTAL, Anul 2003, Numar persoane, 55423
din care:  Boli cerebro-vasculare, TOTAL, Anul 2004, Numar persoane, 54011
din care:  Boli cerebro-vasculare, TOTAL, Anul 2005, Numar persoane, 55884
din care:  Boli cerebro-vasculare, TOTAL, Anul 2006, Numar persoane, 54541
din care:  Boli cerebro-vasculare, TOTAL, Anul 2007, Numar persoane, 51023
din care:  Boli cerebro-vasculare, TOTAL, Anul 2008, Numar persoane, 48582
din care:  Boli cerebro-vasculare, TOTAL, Anul 2009, Numar persoane, 48807
din care:  Boli cerebro-vasculare, TOTAL, Anul 2010, Numar persoane, 49305
din care:  Boli cerebro-vasculare, TOTAL, Anul 2011, Numar persoane, 47573
din care:  Boli cerebro-vasculare, TOTAL, Anul 2012, Numar persoane, 47402
din care:  Boli cerebro-vasculare, TOTAL, Anul 2013, Numar persoane, 46192
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 1990, Numar persoane, 4882
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 1991, Numar persoane, 5140
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 1992, Numar persoane, 5312
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 1993, Numar persoane, 6369
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 1994, Numar persoane, 6307
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 1995, Numar persoane, 6358
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 1996, Numar persoane, 6342
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 1997, Numar persoane, 6649
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 1998, Numar persoane, 6480
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 1999, Numar persoane, 6556
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 2000, Numar persoane, 6465
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 2001, Numar persoane, 6484
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 2002, Numar persoane, 6820
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 2003, Numar persoane, 6936
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 2004, Numar persoane, 6852
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 2005, Numar persoane, 6777
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 2006, Numar persoane, 6758
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 2007, Numar persoane, 6290
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 2008, Numar persoane, 5968
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 2009, Numar persoane, 5900
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 2010, Numar persoane, 5875
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 2011, Numar persoane, 5628
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 2012, Numar persoane, 5644
din care:  Boli cerebro-vasculare, Regiunea NORD-VEST, Anul 2013, Numar persoane, 5381
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 1990, Numar persoane, 3920
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 1991, Numar persoane, 4094
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 1992, Numar persoane, 4275
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 1993, Numar persoane, 5603
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 1994, Numar persoane, 5567
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 1995, Numar persoane, 5728
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 1996, Numar persoane, 5881
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 1997, Numar persoane, 5699
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 1998, Numar persoane, 5744
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 1999, Numar persoane, 5294
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 2000, Numar persoane, 5375
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 2001, Numar persoane, 5265
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 2002, Numar persoane, 5422
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 2003, Numar persoane, 4960
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 2004, Numar persoane, 4676
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 2005, Numar persoane, 4944
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 2006, Numar persoane, 5009
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 2007, Numar persoane, 4498
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 2008, Numar persoane, 4384
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 2009, Numar persoane, 4092
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 2010, Numar persoane, 4257
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 2011, Numar persoane, 4122
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 2012, Numar persoane, 3961
din care:  Boli cerebro-vasculare, Regiunea CENTRU, Anul 2013, Numar persoane, 3750
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 1990, Numar persoane, 4235
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 1991, Numar persoane, 4423
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 1992, Numar persoane, 4574
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 1993, Numar persoane, 5987
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 1994, Numar persoane, 6409
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 1995, Numar persoane, 6261
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 1996, Numar persoane, 6678
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 1997, Numar persoane, 6624
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 1998, Numar persoane, 6594
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 1999, Numar persoane, 6688
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 2000, Numar persoane, 6032
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 2001, Numar persoane, 6549
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 2002, Numar persoane, 6682
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 2003, Numar persoane, 6818
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 2004, Numar persoane, 6856
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 2005, Numar persoane, 6912
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 2006, Numar persoane, 7003
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 2007, Numar persoane, 6867
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 2008, Numar persoane, 6470
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 2009, Numar persoane, 6638
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 2010, Numar persoane, 6870
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 2011, Numar persoane, 6455
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 2012, Numar persoane, 6621
din care:  Boli cerebro-vasculare, Regiunea NORD-EST, Anul 2013, Numar persoane, 6649
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 1990, Numar persoane, 4787
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 1991, Numar persoane, 4924
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 1992, Numar persoane, 4971
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 1993, Numar persoane, 6707
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 1994, Numar persoane, 6962
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 1995, Numar persoane, 7439
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 1996, Numar persoane, 7383
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 1997, Numar persoane, 7293
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 1998, Numar persoane, 6860
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 1999, Numar persoane, 6888
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 2000, Numar persoane, 6317
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 2001, Numar persoane, 6355
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 2002, Numar persoane, 6716
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 2003, Numar persoane, 6630
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 2004, Numar persoane, 6311
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 2005, Numar persoane, 6227
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 2006, Numar persoane, 6070
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 2007, Numar persoane, 5688
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 2008, Numar persoane, 5531
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 2009, Numar persoane, 5678
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 2010, Numar persoane, 5852
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 2011, Numar persoane, 5398
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 2012, Numar persoane, 5182
din care:  Boli cerebro-vasculare, Regiunea SUD-EST, Anul 2013, Numar persoane, 5006
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 1990, Numar persoane, 7350
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 1991, Numar persoane, 7210
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 7553
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 10442
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 10296
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 11017
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 11705
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 11665
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 10986
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 10788
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 10463
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 10277
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 10529
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 10906
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 10235
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 10985
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 10218
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 9396
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 8734
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 8561
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 9005
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 8764
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 9066
din care:  Boli cerebro-vasculare, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 9012
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 1990, Numar persoane, 4061
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 1991, Numar persoane, 4251
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 1992, Numar persoane, 4392
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 1993, Numar persoane, 5286
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 1994, Numar persoane, 5280
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 1995, Numar persoane, 5190
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 1996, Numar persoane, 5811
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 1997, Numar persoane, 5515
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 1998, Numar persoane, 5272
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 1999, Numar persoane, 4623
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2000, Numar persoane, 4307
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2001, Numar persoane, 4501
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2002, Numar persoane, 4609
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2003, Numar persoane, 4806
