
Clasificarea internationala a maladiilor - Revizia a X a 1994, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Boli ale aparatului genito-urinar, TOTAL, Anul 2010, Numar persoane, 2544
Boli ale aparatului genito-urinar, TOTAL, Anul 2011, Numar persoane, 2656
Boli ale aparatului genito-urinar, TOTAL, Anul 2012, Numar persoane, 2959
Boli ale aparatului genito-urinar, Covasna, Anul 1999, Numar persoane, 25
Boli ale aparatului genito-urinar, Covasna, Anul 2000, Numar persoane, 26
Boli ale aparatului genito-urinar, Covasna, Anul 2001, Numar persoane, 14
Boli ale aparatului genito-urinar, Covasna, Anul 2002, Numar persoane, 15
Boli ale aparatului genito-urinar, Covasna, Anul 2003, Numar persoane, 19
Boli ale aparatului genito-urinar, Covasna, Anul 2004, Numar persoane, 25
Boli ale aparatului genito-urinar, Covasna, Anul 2005, Numar persoane, 16
Boli ale aparatului genito-urinar, Covasna, Anul 2006, Numar persoane, 27
Boli ale aparatului genito-urinar, Covasna, Anul 2007, Numar persoane, 35
Boli ale aparatului genito-urinar, Covasna, Anul 2008, Numar persoane, 26
Boli ale aparatului genito-urinar, Covasna, Anul 2009, Numar persoane, 34
Boli ale aparatului genito-urinar, Covasna, Anul 2010, Numar persoane, 22
Boli ale aparatului genito-urinar, Covasna, Anul 2011, Numar persoane, 31
Boli ale aparatului genito-urinar, Covasna, Anul 2012, Numar persoane, 30
Boli ale aparatului genito-urinar, Harghita, Anul 1999, Numar persoane, 32
Boli ale aparatului genito-urinar, Harghita, Anul 2000, Numar persoane, 23
Boli ale aparatului genito-urinar, Harghita, Anul 2001, Numar persoane, 17
Boli ale aparatului genito-urinar, Harghita, Anul 2002, Numar persoane, 21
Boli ale aparatului genito-urinar, Harghita, Anul 2003, Numar persoane, 27
Boli ale aparatului genito-urinar, Harghita, Anul 2004, Numar persoane, 26
Boli ale aparatului genito-urinar, Harghita, Anul 2005, Numar persoane, 14
Boli ale aparatului genito-urinar, Harghita, Anul 2006, Numar persoane, 27
Boli ale aparatului genito-urinar, Harghita, Anul 2007, Numar persoane, 26
Boli ale aparatului genito-urinar, Harghita, Anul 2008, Numar persoane, 14
Boli ale aparatului genito-urinar, Harghita, Anul 2009, Numar persoane, 31
Boli ale aparatului genito-urinar, Harghita, Anul 2010, Numar persoane, 30
Boli ale aparatului genito-urinar, Harghita, Anul 2011, Numar persoane, 17
Boli ale aparatului genito-urinar, Harghita, Anul 2012, Numar persoane, 28
Boli ale aparatului genito-urinar, Mures, Anul 1999, Numar persoane, 69
Boli ale aparatului genito-urinar, Mures, Anul 2000, Numar persoane, 42
Boli ale aparatului genito-urinar, Mures, Anul 2001, Numar persoane, 39
Boli ale aparatului genito-urinar, Mures, Anul 2002, Numar persoane, 42
Boli ale aparatului genito-urinar, Mures, Anul 2003, Numar persoane, 37
Boli ale aparatului genito-urinar, Mures, Anul 2004, Numar persoane, 47
Boli ale aparatului genito-urinar, Mures, Anul 2005, Numar persoane, 39
Boli ale aparatului genito-urinar, Mures, Anul 2006, Numar persoane, 38
Boli ale aparatului genito-urinar, Mures, Anul 2007, Numar persoane, 26
Boli ale aparatului genito-urinar, Mures, Anul 2008, Numar persoane, 37
Boli ale aparatului genito-urinar, Mures, Anul 2009, Numar persoane, 34
Boli ale aparatului genito-urinar, Mures, Anul 2010, Numar persoane, 27
Boli ale aparatului genito-urinar, Mures, Anul 2011, Numar persoane, 46
Boli ale aparatului genito-urinar, Mures, Anul 2012, Numar persoane, 45
Sarcina  nastere si lauzie, TOTAL, Anul 1999, Numar persoane, 98
Sarcina  nastere si lauzie, TOTAL, Anul 2000, Numar persoane, 77
Sarcina  nastere si lauzie, TOTAL, Anul 2001, Numar persoane, 75
Sarcina  nastere si lauzie, TOTAL, Anul 2002, Numar persoane, 47
Sarcina  nastere si lauzie, TOTAL, Anul 2003, Numar persoane, 65
Sarcina  nastere si lauzie, TOTAL, Anul 2004, Numar persoane, 52
Sarcina  nastere si lauzie, TOTAL, Anul 2005, Numar persoane, 37
Sarcina  nastere si lauzie, TOTAL, Anul 2006, Numar persoane, 34
Sarcina  nastere si lauzie, TOTAL, Anul 2007, Numar persoane, 33
Sarcina  nastere si lauzie, TOTAL, Anul 2008, Numar persoane, 30
Sarcina  nastere si lauzie, TOTAL, Anul 2009, Numar persoane, 47
Sarcina  nastere si lauzie, TOTAL, Anul 2010, Numar persoane, 51
Sarcina  nastere si lauzie, TOTAL, Anul 2011, Numar persoane, 50
Sarcina  nastere si lauzie, TOTAL, Anul 2012, Numar persoane, 23
Sarcina  nastere si lauzie, Covasna, Anul 1999, Numar persoane, 1
Sarcina  nastere si lauzie, Covasna, Anul 2000, Numar persoane, 1
Sarcina  nastere si lauzie, Covasna, Anul 2001, Numar persoane, 2
Sarcina  nastere si lauzie, Covasna, Anul 2004, Numar persoane, 2
Sarcina  nastere si lauzie, Covasna, Anul 2005, Numar persoane, 1
Sarcina  nastere si lauzie, Covasna, Anul 2006, Numar persoane, 1
Sarcina  nastere si lauzie, Covasna, Anul 2009, Numar persoane, 3
Sarcina  nastere si lauzie, Covasna, Anul 2010, Numar persoane, 1
Sarcina  nastere si lauzie, Covasna, Anul 2011, Numar persoane, 2
Sarcina  nastere si lauzie, Harghita, Anul 1999, Numar persoane, 4
Sarcina  nastere si lauzie, Harghita, Anul 2000, Numar persoane, 1
Sarcina  nastere si lauzie, Harghita, Anul 2001, Numar persoane, 3
Sarcina  nastere si lauzie, Harghita, Anul 2003, Numar persoane, 1
Sarcina  nastere si lauzie, Harghita, Anul 2005, Numar persoane, 1
Sarcina  nastere si lauzie, Harghita, Anul 2008, Numar persoane, 1
Sarcina  nastere si lauzie, Harghita, Anul 2011, Numar persoane, 1
Sarcina  nastere si lauzie, Mures, Anul 1999, Numar persoane, 2
Sarcina  nastere si lauzie, Mures, Anul 2000, Numar persoane, 3
Sarcina  nastere si lauzie, Mures, Anul 2001, Numar persoane, 1
Sarcina  nastere si lauzie, Mures, Anul 2002, Numar persoane, 1
Sarcina  nastere si lauzie, Mures, Anul 2003, Numar persoane, 4
Sarcina  nastere si lauzie, Mures, Anul 2004, Numar persoane, 2
Sarcina  nastere si lauzie, Mures, Anul 2005, Numar persoane, 2
Sarcina  nastere si lauzie, Mures, Anul 2006, Numar persoane, 2
Sarcina  nastere si lauzie, Mures, Anul 2008, Numar persoane, 1
Sarcina  nastere si lauzie, Mures, Anul 2009, Numar persoane, 1
Sarcina  nastere si lauzie, Mures, Anul 2010, Numar persoane, 1
Sarcina  nastere si lauzie, Mures, Anul 2011, Numar persoane, 2
Sarcina  nastere si lauzie, Mures, Anul 2012, Numar persoane, 1
Unele afectiuni a caror origine se situeaza in perioada perinatala, TOTAL, Anul 1999, Numar persoane, 1392
Unele afectiuni a caror origine se situeaza in perioada perinatala, TOTAL, Anul 2000, Numar persoane, 1450
Unele afectiuni a caror origine se situeaza in perioada perinatala, TOTAL, Anul 2001, Numar persoane, 1324
Unele afectiuni a caror origine se situeaza in perioada perinatala, TOTAL, Anul 2002, Numar persoane, 1055
Unele afectiuni a caror origine se situeaza in perioada perinatala, TOTAL, Anul 2003, Numar persoane, 1185
Unele afectiuni a caror origine se situeaza in perioada perinatala, TOTAL, Anul 2004, Numar persoane, 1425
Unele afectiuni a caror origine se situeaza in perioada perinatala, TOTAL, Anul 2005, Numar persoane, 1251
Unele afectiuni a caror origine se situeaza in perioada perinatala, TOTAL, Anul 2006, Numar persoane, 1154
Unele afectiuni a caror origine se situeaza in perioada perinatala, TOTAL, Anul 2007, Numar persoane, 958
Unele afectiuni a caror origine se situeaza in perioada perinatala, TOTAL, Anul 2008, Numar persoane, 870
Unele afectiuni a caror origine se situeaza in perioada perinatala, TOTAL, Anul 2009, Numar persoane, 802
Unele afectiuni a caror origine se situeaza in perioada perinatala, TOTAL, Anul 2010, Numar persoane, 715
Unele afectiuni a caror origine se situeaza in perioada perinatala, TOTAL, Anul 2011, Numar persoane, 657
Unele afectiuni a caror origine se situeaza in perioada perinatala, TOTAL, Anul 2012, Numar persoane, 623
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 1999, Numar persoane, 10
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 2000, Numar persoane, 11
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 2001, Numar persoane, 13
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 2002, Numar persoane, 10
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 2003, Numar persoane, 12
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 2004, Numar persoane, 25
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 2005, Numar persoane, 7
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 2006, Numar persoane, 12
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 2007, Numar persoane, 8
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 2008, Numar persoane, 4
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 2009, Numar persoane, 6
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 2010, Numar persoane, 2
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 2011, Numar persoane, 8
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 2012, Numar persoane, 7
Unele afectiuni a caror origine se situeaza in perioada perinatala, Harghita, Anul 1999, Numar persoane, 22
Unele afectiuni a caror origine se situeaza in perioada perinatala, Harghita, Anul 2000, Numar persoane, 23
Unele afectiuni a caror origine se situeaza in perioada perinatala, Harghita, Anul 2001, Numar persoane, 21
Unele afectiuni a caror origine se situeaza in perioada perinatala, Harghita, Anul 2002, Numar persoane, 18
Unele afectiuni a caror origine se situeaza in perioada perinatala, Harghita, Anul 2003, Numar persoane, 21
Unele afectiuni a caror origine se situeaza in perioada perinatala, Harghita, Anul 2004, Numar persoane, 31
Unele afectiuni a caror origine se situeaza in perioada perinatala, Harghita, Anul 2005, Numar persoane, 23
Unele afectiuni a caror origine se situeaza in perioada perinatala, Harghita, Anul 2006, Numar persoane, 15
Unele afectiuni a caror origine se situeaza in perioada perinatala, Harghita, Anul 2007, Numar persoane, 18
Unele afectiuni a caror origine se situeaza in perioada perinatala, Harghita, Anul 2008, Numar persoane, 14
Unele afectiuni a caror origine se situeaza in perioada perinatala, Harghita, Anul 2009, Numar persoane, 12
Unele afectiuni a caror origine se situeaza in perioada perinatala, Harghita, Anul 2010, Numar persoane, 15
Unele afectiuni a caror origine se situeaza in perioada perinatala, Harghita, Anul 2011, Numar persoane, 18
Unele afectiuni a caror origine se situeaza in perioada perinatala, Harghita, Anul 2012, Numar persoane, 19
Unele afectiuni a caror origine se situeaza in perioada perinatala, Mures, Anul 1999, Numar persoane, 49
Unele afectiuni a caror origine se situeaza in perioada perinatala, Mures, Anul 2000, Numar persoane, 60
Unele afectiuni a caror origine se situeaza in perioada perinatala, Mures, Anul 2001, Numar persoane, 40
Unele afectiuni a caror origine se situeaza in perioada perinatala, Mures, Anul 2002, Numar persoane, 32
Unele afectiuni a caror origine se situeaza in perioada perinatala, Mures, Anul 2003, Numar persoane, 39
Unele afectiuni a caror origine se situeaza in perioada perinatala, Mures, Anul 2004, Numar persoane, 37
Unele afectiuni a caror origine se situeaza in perioada perinatala, Mures, Anul 2005, Numar persoane, 36
Unele afectiuni a caror origine se situeaza in perioada perinatala, Mures, Anul 2006, Numar persoane, 25
Unele afectiuni a caror origine se situeaza in perioada perinatala, Mures, Anul 2007, Numar persoane, 29
Unele afectiuni a caror origine se situeaza in perioada perinatala, Mures, Anul 2008, Numar persoane, 32
Unele afectiuni a caror origine se situeaza in perioada perinatala, Mures, Anul 2009, Numar persoane, 24
Unele afectiuni a caror origine se situeaza in perioada perinatala, Mures, Anul 2010, Numar persoane, 22
Unele afectiuni a caror origine se situeaza in perioada perinatala, Mures, Anul 2011, Numar persoane, 16
Unele afectiuni a caror origine se situeaza in perioada perinatala, Mures, Anul 2012, Numar persoane, 15
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 1999, Numar persoane, 1064
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2000, Numar persoane, 1055
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2001, Numar persoane, 1088
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2002, Numar persoane, 1095
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2003, Numar persoane, 1079
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2004, Numar persoane, 932
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2005, Numar persoane, 1000
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2006, Numar persoane, 857
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2007, Numar persoane, 757
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2008, Numar persoane, 649
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2009, Numar persoane, 676
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2010, Numar persoane, 625
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2011, Numar persoane, 568
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2012, Numar persoane, 534
Malformatii congenitale  deformatii si anomalii  cromozomiale, Covasna, Anul 1999, Numar persoane, 13
Malformatii congenitale  deformatii si anomalii  cromozomiale, Covasna, Anul 2000, Numar persoane, 11
Malformatii congenitale  deformatii si anomalii  cromozomiale, Covasna, Anul 2001, Numar persoane, 15
Malformatii congenitale  deformatii si anomalii  cromozomiale, Covasna, Anul 2002, Numar persoane, 15
Malformatii congenitale  deformatii si anomalii  cromozomiale, Covasna, Anul 2003, Numar persoane, 20
Malformatii congenitale  deformatii si anomalii  cromozomiale, Covasna, Anul 2004, Numar persoane, 9
Malformatii congenitale  deformatii si anomalii  cromozomiale, Covasna, Anul 2005, Numar persoane, 18
Malformatii congenitale  deformatii si anomalii  cromozomiale, Covasna, Anul 2006, Numar persoane, 12
Malformatii congenitale  deformatii si anomalii  cromozomiale, Covasna, Anul 2007, Numar persoane, 9
Malformatii congenitale  deformatii si anomalii  cromozomiale, Covasna, Anul 2008, Numar persoane, 7
Malformatii congenitale  deformatii si anomalii  cromozomiale, Covasna, Anul 2009, Numar persoane, 15
Malformatii congenitale  deformatii si anomalii  cromozomiale, Covasna, Anul 2010, Numar persoane, 14
Malformatii congenitale  deformatii si anomalii  cromozomiale, Covasna, Anul 2011, Numar persoane, 7
Malformatii congenitale  deformatii si anomalii  cromozomiale, Covasna, Anul 2012, Numar persoane, 13
Malformatii congenitale  deformatii si anomalii  cromozomiale, Harghita, Anul 1999, Numar persoane, 13
Malformatii congenitale  deformatii si anomalii  cromozomiale, Harghita, Anul 2000, Numar persoane, 19
Malformatii congenitale  deformatii si anomalii  cromozomiale, Harghita, Anul 2001, Numar persoane, 13
Malformatii congenitale  deformatii si anomalii  cromozomiale, Harghita, Anul 2002, Numar persoane, 12
Malformatii congenitale  deformatii si anomalii  cromozomiale, Harghita, Anul 2003, Numar persoane, 14
Malformatii congenitale  deformatii si anomalii  cromozomiale, Harghita, Anul 2004, Numar persoane, 9
Malformatii congenitale  deformatii si anomalii  cromozomiale, Harghita, Anul 2005, Numar persoane, 13
Malformatii congenitale  deformatii si anomalii  cromozomiale, Harghita, Anul 2006, Numar persoane, 12
Malformatii congenitale  deformatii si anomalii  cromozomiale, Harghita, Anul 2007, Numar persoane, 12
Malformatii congenitale  deformatii si anomalii  cromozomiale, Harghita, Anul 2008, Numar persoane, 8
Malformatii congenitale  deformatii si anomalii  cromozomiale, Harghita, Anul 2009, Numar persoane, 9
Malformatii congenitale  deformatii si anomalii  cromozomiale, Harghita, Anul 2010, Numar persoane, 5
Malformatii congenitale  deformatii si anomalii  cromozomiale, Harghita, Anul 2011, Numar persoane, 11
Malformatii congenitale  deformatii si anomalii  cromozomiale, Harghita, Anul 2012, Numar persoane, 15
Malformatii congenitale  deformatii si anomalii  cromozomiale, Mures, Anul 1999, Numar persoane, 37
Malformatii congenitale  deformatii si anomalii  cromozomiale, Mures, Anul 2000, Numar persoane, 32
Malformatii congenitale  deformatii si anomalii  cromozomiale, Mures, Anul 2001, Numar persoane, 37
Malformatii congenitale  deformatii si anomalii  cromozomiale, Mures, Anul 2002, Numar persoane, 42
Malformatii congenitale  deformatii si anomalii  cromozomiale, Mures, Anul 2003, Numar persoane, 35
Malformatii congenitale  deformatii si anomalii  cromozomiale, Mures, Anul 2004, Numar persoane, 19
Malformatii congenitale  deformatii si anomalii  cromozomiale, Mures, Anul 2005, Numar persoane, 27
Malformatii congenitale  deformatii si anomalii  cromozomiale, Mures, Anul 2006, Numar persoane, 21
Malformatii congenitale  deformatii si anomalii  cromozomiale, Mures, Anul 2007, Numar persoane, 22
Malformatii congenitale  deformatii si anomalii  cromozomiale, Mures, Anul 2008, Numar persoane, 15
Malformatii congenitale  deformatii si anomalii  cromozomiale, Mures, Anul 2009, Numar persoane, 25
Malformatii congenitale  deformatii si anomalii  cromozomiale, Mures, Anul 2010, Numar persoane, 24
Malformatii congenitale  deformatii si anomalii  cromozomiale, Mures, Anul 2011, Numar persoane, 20
Malformatii congenitale  deformatii si anomalii  cromozomiale, Mures, Anul 2012, Numar persoane, 20
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 1999, Numar persoane, 14467
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2000, Numar persoane, 14412
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2001, Numar persoane, 14270
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2002, Numar persoane, 14509
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2003, Numar persoane, 14123
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2004, Numar persoane, 13462
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2005, Numar persoane, 13041
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2006, Numar persoane, 12769
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2007, Numar persoane, 12257
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2008, Numar persoane, 12800
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2009, Numar persoane, 12185
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2010, Numar persoane, 12032
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2011, Numar persoane, 10534
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2012, Numar persoane, 10597
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Covasna, Anul 1999, Numar persoane, 196
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Covasna, Anul 2000, Numar persoane, 173
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Covasna, Anul 2001, Numar persoane, 142
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Covasna, Anul 2002, Numar persoane, 185
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Covasna, Anul 2003, Numar persoane, 152
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Covasna, Anul 2004, Numar persoane, 128
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Covasna, Anul 2005, Numar persoane, 180
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Covasna, Anul 2006, Numar persoane, 158
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Covasna, Anul 2007, Numar persoane, 143
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Covasna, Anul 2008, Numar persoane, 148
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Covasna, Anul 2009, Numar persoane, 144
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Covasna, Anul 2010, Numar persoane, 138
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Covasna, Anul 2011, Numar persoane, 111
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Covasna, Anul 2012, Numar persoane, 142
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Harghita, Anul 1999, Numar persoane, 318
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Harghita, Anul 2000, Numar persoane, 276
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Harghita, Anul 2001, Numar persoane, 323
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Harghita, Anul 2002, Numar persoane, 290
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Harghita, Anul 2003, Numar persoane, 301
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Harghita, Anul 2004, Numar persoane, 252
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Harghita, Anul 2005, Numar persoane, 293
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Harghita, Anul 2006, Numar persoane, 262
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Harghita, Anul 2007, Numar persoane, 263
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Harghita, Anul 2008, Numar persoane, 259
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Harghita, Anul 2009, Numar persoane, 226
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Harghita, Anul 2010, Numar persoane, 233
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Harghita, Anul 2011, Numar persoane, 207
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Harghita, Anul 2012, Numar persoane, 227
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mures, Anul 1999, Numar persoane, 447
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mures, Anul 2000, Numar persoane, 433
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mures, Anul 2001, Numar persoane, 422
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mures, Anul 2002, Numar persoane, 486
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mures, Anul 2003, Numar persoane, 408
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mures, Anul 2004, Numar persoane, 428
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mures, Anul 2005, Numar persoane, 430
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mures, Anul 2006, Numar persoane, 403
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mures, Anul 2007, Numar persoane, 389
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mures, Anul 2008, Numar persoane, 409
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mures, Anul 2009, Numar persoane, 402
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mures, Anul 2010, Numar persoane, 410
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mures, Anul 2011, Numar persoane, 345
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mures, Anul 2012, Numar persoane, 345
Alte cauze, TOTAL, Anul 1999, Numar persoane, 567
Alte cauze, TOTAL, Anul 2000, Numar persoane, 538
Alte cauze, TOTAL, Anul 2001, Numar persoane, 511
Alte cauze, TOTAL, Anul 2002, Numar persoane, 481
Alte cauze, TOTAL, Anul 2003, Numar persoane, 503
Alte cauze, TOTAL, Anul 2004, Numar persoane, 811
Alte cauze, TOTAL, Anul 2005, Numar persoane, 933
Alte cauze, TOTAL, Anul 2006, Numar persoane, 1102
Alte cauze, TOTAL, Anul 2007, Numar persoane, 1179
Alte cauze, TOTAL, Anul 2008, Numar persoane, 1653
Alte cauze, TOTAL, Anul 2009, Numar persoane, 2312
Alte cauze, TOTAL, Anul 2010, Numar persoane, 2328
Alte cauze, TOTAL, Anul 2011, Numar persoane, 2326
Alte cauze, TOTAL, Anul 2012, Numar persoane, 2289
Alte cauze, Covasna, Anul 1999, Numar persoane, 7
Alte cauze, Covasna, Anul 2000, Numar persoane, 9
Alte cauze, Covasna, Anul 2001, Numar persoane, 8
Alte cauze, Covasna, Anul 2002, Numar persoane, 3
Alte cauze, Covasna, Anul 2003, Numar persoane, 10
Alte cauze, Covasna, Anul 2004, Numar persoane, 11
Alte cauze, Covasna, Anul 2005, Numar persoane, 37
Alte cauze, Covasna, Anul 2006, Numar persoane, 18
Alte cauze, Covasna, Anul 2007, Numar persoane, 26
Alte cauze, Covasna, Anul 2008, Numar persoane, 25
Alte cauze, Covasna, Anul 2009, Numar persoane, 31
Alte cauze, Covasna, Anul 2010, Numar persoane, 27
Alte cauze, Covasna, Anul 2011, Numar persoane, 29
Alte cauze, Covasna, Anul 2012, Numar persoane, 34
Alte cauze, Harghita, Anul 1999, Numar persoane, 3
Alte cauze, Harghita, Anul 2000, Numar persoane, 6
Alte cauze, Harghita, Anul 2001, Numar persoane, 5
Alte cauze, Harghita, Anul 2002, Numar persoane, 2
Alte cauze, Harghita, Anul 2003, Numar persoane, 2
Alte cauze, Harghita, Anul 2004, Numar persoane, 27
Alte cauze, Harghita, Anul 2005, Numar persoane, 15
Alte cauze, Harghita, Anul 2006, Numar persoane, 36
Alte cauze, Harghita, Anul 2007, Numar persoane, 29
Alte cauze, Harghita, Anul 2008, Numar persoane, 32
Alte cauze, Harghita, Anul 2009, Numar persoane, 33
Alte cauze, Harghita, Anul 2010, Numar persoane, 40
Alte cauze, Harghita, Anul 2011, Numar persoane, 33
Alte cauze, Harghita, Anul 2012, Numar persoane, 47
Alte cauze, Mures, Anul 1999, Numar persoane, 13
Alte cauze, Mures, Anul 2000, Numar persoane, 27
Alte cauze, Mures, Anul 2001, Numar persoane, 24
Alte cauze, Mures, Anul 2002, Numar persoane, 21
Alte cauze, Mures, Anul 2003, Numar persoane, 10
Alte cauze, Mures, Anul 2004, Numar persoane, 50
Alte cauze, Mures, Anul 2005, Numar persoane, 55
Alte cauze, Mures, Anul 2006, Numar persoane, 53
Alte cauze, Mures, Anul 2007, Numar persoane, 60
Alte cauze, Mures, Anul 2008, Numar persoane, 93
Alte cauze, Mures, Anul 2009, Numar persoane, 105
Alte cauze, Mures, Anul 2010, Numar persoane, 112
Alte cauze, Mures, Anul 2011, Numar persoane, 111
Alte cauze, Mures, Anul 2012, Numar persoane, 109
