,share,Unnamed: 0,LOC,COUNTRY,LAT,LON,ELEVATION,Dátum,Dátums,Mondás,Jelentés,DS,Dátum:mettől,Dátum:meddig,Kondíció,Érték,Periódus:mettől,Periódus:meddig,Mennyiség,Irány,W
17,61,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-04-01,április 1.,A Szent György havi esõ kergeti a fagyot (és esõs májust jósol)! ,"Ha április első felében az átlagosnál több eső esik, a következő hónapban az átlagosnál melegebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-04-15,2019-05-15,Temp,+,
17,44,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-04-01,április 1.,A Szent György havi esõ kergeti a fagyot (és esõs májust jósol)! ,"Ha április első felében az átlagosnál több eső esik, a következő hónapban az átlagosnál melegebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-04-15,2019-05-15,Temp,+,
17,52,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-04-01,április 1.,A Szent György havi esõ kergeti a fagyot (és esõs májust jósol)! ,"Ha április első felében az átlagosnál több eső esik, a következő hónapban az átlagosnál melegebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-04-15,2019-05-15,Temp,+,
17,55,26,ORADEA,ROMANIA,47.025,21.903000000000002,141.7,2019-04-01,április 1.,A Szent György havi esõ kergeti a fagyot (és esõs májust jósol)! ,"Ha április első felében az átlagosnál több eső esik, a következő hónapban az átlagosnál melegebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-04-15,2019-05-15,Temp,+,
17,57,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-04-01,április 1.,A Szent György havi esõ kergeti a fagyot (és esõs májust jósol)! ,"Ha április első felében az átlagosnál több eső esik, a következő hónapban az átlagosnál melegebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-04-15,2019-05-15,Temp,+,
17,45,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-04-01,április 1.,A Szent György havi esõ kergeti a fagyot (és esõs májust jósol)! ,"Ha április első felében az átlagosnál több eső esik, a következő hónapban az átlagosnál melegebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-04-15,2019-05-15,Temp,+,
17,28,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-04-01,április 1.,A Szent György havi esõ kergeti a fagyot (és esõs májust jósol)! ,"Ha április első felében az átlagosnál több eső esik, a következő hónapban az átlagosnál melegebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-04-15,2019-05-15,Temp,+,
17,63,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-04-01,április 1.,A Szent György havi esõ kergeti a fagyot (és esõs májust jósol)! ,"Ha április első felében az átlagosnál több eső esik, a következő hónapban az átlagosnál melegebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-04-15,2019-05-15,Temp,+,
17,41,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-04-01,április 1.,A Szent György havi esõ kergeti a fagyot (és esõs májust jósol)! ,"Ha április első felében az átlagosnál több eső esik, a következő hónapban az átlagosnál melegebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-04-15,2019-05-15,Temp,+,
18,46,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-04-01,április 1.,A Szent György havi esõ (kergeti a fagyot) és esõs májust jósol! ,"Ha április első felében az átlagosnál több eső esik, májusban az átlagosnál esősebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-05-01,2019-05-31,Rain,+,
18,38,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-04-01,április 1.,A Szent György havi esõ (kergeti a fagyot) és esõs májust jósol! ,"Ha április első felében az átlagosnál több eső esik, májusban az átlagosnál esősebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-05-01,2019-05-31,Rain,+,
18,28,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-04-01,április 1.,A Szent György havi esõ (kergeti a fagyot) és esõs májust jósol! ,"Ha április első felében az átlagosnál több eső esik, májusban az átlagosnál esősebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-05-01,2019-05-31,Rain,+,
18,42,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-04-01,április 1.,A Szent György havi esõ (kergeti a fagyot) és esõs májust jósol! ,"Ha április első felében az átlagosnál több eső esik, májusban az átlagosnál esősebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-05-01,2019-05-31,Rain,+,
18,22,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-04-01,április 1.,A Szent György havi esõ (kergeti a fagyot) és esõs májust jósol! ,"Ha április első felében az átlagosnál több eső esik, májusban az átlagosnál esősebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-05-01,2019-05-31,Rain,+,
18,42,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-04-01,április 1.,A Szent György havi esõ (kergeti a fagyot) és esõs májust jósol! ,"Ha április első felében az átlagosnál több eső esik, májusban az átlagosnál esősebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-05-01,2019-05-31,Rain,+,
18,60,26,ORADEA,ROMANIA,47.025,21.903000000000002,141.7,2019-04-01,április 1.,A Szent György havi esõ (kergeti a fagyot) és esõs májust jósol! ,"Ha április első felében az átlagosnál több eső esik, májusban az átlagosnál esősebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-05-01,2019-05-31,Rain,+,
18,53,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-04-01,április 1.,A Szent György havi esõ (kergeti a fagyot) és esõs májust jósol! ,"Ha április első felében az átlagosnál több eső esik, májusban az átlagosnál esősebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-05-01,2019-05-31,Rain,+,
18,45,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-04-01,április 1.,A Szent György havi esõ (kergeti a fagyot) és esõs májust jósol! ,"Ha április első felében az átlagosnál több eső esik, májusban az átlagosnál esősebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-05-01,2019-05-31,Rain,+,
18,61,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-04-01,április 1.,A Szent György havi esõ (kergeti a fagyot) és esõs májust jósol! ,"Ha április első felében az átlagosnál több eső esik, májusban az átlagosnál esősebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-05-01,2019-05-31,Rain,+,
18,47,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-04-01,április 1.,A Szent György havi esõ (kergeti a fagyot) és esõs májust jósol! ,"Ha április első felében az átlagosnál több eső esik, májusban az átlagosnál esősebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-05-01,2019-05-31,Rain,+,
18,35,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-04-01,április 1.,A Szent György havi esõ (kergeti a fagyot) és esõs májust jósol! ,"Ha április első felében az átlagosnál több eső esik, májusban az átlagosnál esősebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-05-01,2019-05-31,Rain,+,
22,80,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-06-08,június 8.,"Ha Medárd napján esik, negyven napig esik. ","Ha ezen a dátumon esik, a következő 40 napban az átlagosnál esősebb  idő várható.",jún. 8,2019-06-08,2019-06-08,Rain,+,2019-06-08,2019-07-18,Rain,+,
22,87,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-06-08,június 8.,"Ha Medárd napján esik, negyven napig esik. ","Ha ezen a dátumon esik, a következő 40 napban az átlagosnál esősebb  idő várható.",jún. 8,2019-06-08,2019-06-08,Rain,+,2019-06-08,2019-07-18,Rain,+,
22,100,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-06-08,június 8.,"Ha Medárd napján esik, negyven napig esik. ","Ha ezen a dátumon esik, a következő 40 napban az átlagosnál esősebb  idő várható.",jún. 8,2019-06-08,2019-06-08,Rain,+,2019-06-08,2019-07-18,Rain,+,
22,50,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-06-08,június 8.,"Ha Medárd napján esik, negyven napig esik. ","Ha ezen a dátumon esik, a következő 40 napban az átlagosnál esősebb  idő várható.",jún. 8,2019-06-08,2019-06-08,Rain,+,2019-06-08,2019-07-18,Rain,+,
22,66,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-06-08,június 8.,"Ha Medárd napján esik, negyven napig esik. ","Ha ezen a dátumon esik, a következő 40 napban az átlagosnál esősebb  idő várható.",jún. 8,2019-06-08,2019-06-08,Rain,+,2019-06-08,2019-07-18,Rain,+,
22,60,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-06-08,június 8.,"Ha Medárd napján esik, negyven napig esik. ","Ha ezen a dátumon esik, a következő 40 napban az átlagosnál esősebb  idő várható.",jún. 8,2019-06-08,2019-06-08,Rain,+,2019-06-08,2019-07-18,Rain,+,
22,0,26,ORADEA,ROMANIA,47.025,21.903000000000002,141.7,2019-06-08,június 8.,"Ha Medárd napján esik, negyven napig esik. ","Ha ezen a dátumon esik, a következő 40 napban az átlagosnál esősebb  idő várható.",jún. 8,2019-06-08,2019-06-08,Rain,+,2019-06-08,2019-07-18,Rain,+,
22,80,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-06-08,június 8.,"Ha Medárd napján esik, negyven napig esik. ","Ha ezen a dátumon esik, a következő 40 napban az átlagosnál esősebb  idő várható.",jún. 8,2019-06-08,2019-06-08,Rain,+,2019-06-08,2019-07-18,Rain,+,
22,69,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-06-08,június 8.,"Ha Medárd napján esik, negyven napig esik. ","Ha ezen a dátumon esik, a következő 40 napban az átlagosnál esősebb  idő várható.",jún. 8,2019-06-08,2019-06-08,Rain,+,2019-06-08,2019-07-18,Rain,+,
22,75,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-06-08,június 8.,"Ha Medárd napján esik, negyven napig esik. ","Ha ezen a dátumon esik, a következő 40 napban az átlagosnál esősebb  idő várható.",jún. 8,2019-06-08,2019-06-08,Rain,+,2019-06-08,2019-07-18,Rain,+,
22,71,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-06-08,június 8.,"Ha Medárd napján esik, negyven napig esik. ","Ha ezen a dátumon esik, a következő 40 napban az átlagosnál esősebb  idő várható.",jún. 8,2019-06-08,2019-06-08,Rain,+,2019-06-08,2019-07-18,Rain,+,
22,75,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-06-08,június 8.,"Ha Medárd napján esik, negyven napig esik. ","Ha ezen a dátumon esik, a következő 40 napban az átlagosnál esősebb  idő várható.",jún. 8,2019-06-08,2019-06-08,Rain,+,2019-06-08,2019-07-18,Rain,+,
23,77,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-06-10,június 10.,Margit napja esõs nap. ,"Ezen a dátumon átlagosan többet esik, mint az ezt megelőző és követő két hétben.",jún. 10,2019-06-10,2019-06-10,Rain,B,2019-05-27,2019-06-28,Rain,A,
23,61,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-06-10,június 10.,Margit napja esõs nap. ,"Ezen a dátumon átlagosan többet esik, mint az ezt megelőző és követő két hétben.",jún. 10,2019-06-10,2019-06-10,Rain,B,2019-05-27,2019-06-28,Rain,A,
23,49,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-06-10,június 10.,Margit napja esõs nap. ,"Ezen a dátumon átlagosan többet esik, mint az ezt megelőző és követő két hétben.",jún. 10,2019-06-10,2019-06-10,Rain,B,2019-05-27,2019-06-28,Rain,A,
23,50,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-06-10,június 10.,Margit napja esõs nap. ,"Ezen a dátumon átlagosan többet esik, mint az ezt megelőző és követő két hétben.",jún. 10,2019-06-10,2019-06-10,Rain,B,2019-05-27,2019-06-28,Rain,A,
23,47,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-06-10,június 10.,Margit napja esõs nap. ,"Ezen a dátumon átlagosan többet esik, mint az ezt megelőző és követő két hétben.",jún. 10,2019-06-10,2019-06-10,Rain,B,2019-05-27,2019-06-28,Rain,A,
23,68,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-06-10,június 10.,Margit napja esõs nap. ,"Ezen a dátumon átlagosan többet esik, mint az ezt megelőző és követő két hétben.",jún. 10,2019-06-10,2019-06-10,Rain,B,2019-05-27,2019-06-28,Rain,A,
23,70,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-06-10,június 10.,Margit napja esõs nap. ,"Ezen a dátumon átlagosan többet esik, mint az ezt megelőző és követő két hétben.",jún. 10,2019-06-10,2019-06-10,Rain,B,2019-05-27,2019-06-28,Rain,A,
23,71,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-06-10,június 10.,Margit napja esõs nap. ,"Ezen a dátumon átlagosan többet esik, mint az ezt megelőző és követő két hétben.",jún. 10,2019-06-10,2019-06-10,Rain,B,2019-05-27,2019-06-28,Rain,A,
23,68,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-06-10,június 10.,Margit napja esõs nap. ,"Ezen a dátumon átlagosan többet esik, mint az ezt megelőző és követő két hétben.",jún. 10,2019-06-10,2019-06-10,Rain,B,2019-05-27,2019-06-28,Rain,A,
23,59,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-06-10,június 10.,Margit napja esõs nap. ,"Ezen a dátumon átlagosan többet esik, mint az ezt megelőző és követő két hétben.",jún. 10,2019-06-10,2019-06-10,Rain,B,2019-05-27,2019-06-28,Rain,A,
23,69,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-06-10,június 10.,Margit napja esõs nap. ,"Ezen a dátumon átlagosan többet esik, mint az ezt megelőző és követő két hétben.",jún. 10,2019-06-10,2019-06-10,Rain,B,2019-05-27,2019-06-28,Rain,A,
24,82,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-06-24,június 24.,Szent-Iván éjjele negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",jún. 24,2019-06-24,2019-06-24,Visib,A,2019-08-04,2019-08-04,Visib,A,
24,90,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-06-24,június 24.,Szent-Iván éjjele negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",jún. 24,2019-06-24,2019-06-24,Visib,A,2019-08-04,2019-08-04,Visib,A,
24,77,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-06-24,június 24.,Szent-Iván éjjele negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",jún. 24,2019-06-24,2019-06-24,Visib,A,2019-08-04,2019-08-04,Visib,A,
24,72,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-06-24,június 24.,Szent-Iván éjjele negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",jún. 24,2019-06-24,2019-06-24,Visib,A,2019-08-04,2019-08-04,Visib,A,
24,85,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-06-24,június 24.,Szent-Iván éjjele negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",jún. 24,2019-06-24,2019-06-24,Visib,A,2019-08-04,2019-08-04,Visib,A,
24,77,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-06-24,június 24.,Szent-Iván éjjele negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",jún. 24,2019-06-24,2019-06-24,Visib,A,2019-08-04,2019-08-04,Visib,A,
24,71,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-06-24,június 24.,Szent-Iván éjjele negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",jún. 24,2019-06-24,2019-06-24,Visib,A,2019-08-04,2019-08-04,Visib,A,
24,76,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-06-24,június 24.,Szent-Iván éjjele negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",jún. 24,2019-06-24,2019-06-24,Visib,A,2019-08-04,2019-08-04,Visib,A,
24,79,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-06-24,június 24.,Szent-Iván éjjele negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",jún. 24,2019-06-24,2019-06-24,Visib,A,2019-08-04,2019-08-04,Visib,A,
24,79,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-06-24,június 24.,Szent-Iván éjjele negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",jún. 24,2019-06-24,2019-06-24,Visib,A,2019-08-04,2019-08-04,Visib,A,
24,73,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-06-24,június 24.,Szent-Iván éjjele negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",jún. 24,2019-06-24,2019-06-24,Visib,A,2019-08-04,2019-08-04,Visib,A,
25,84,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-06-27,június 27.,"Jól figyeld meg László napját, Jó előre megjósolja az idő járását.","Amilyen ezen a dátumon az idő, olyan lesz a következő hónapban.",jún. 27,2019-06-27,2019-06-27,Visib,A,2019-07-27,2019-07-27,Visib,A,
25,91,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-06-27,június 27.,"Jól figyeld meg László napját, Jó előre megjósolja az idő járását.","Amilyen ezen a dátumon az idő, olyan lesz a következő hónapban.",jún. 27,2019-06-27,2019-06-27,Visib,A,2019-07-27,2019-07-27,Visib,A,
25,72,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-06-27,június 27.,"Jól figyeld meg László napját, Jó előre megjósolja az idő járását.","Amilyen ezen a dátumon az idő, olyan lesz a következő hónapban.",jún. 27,2019-06-27,2019-06-27,Visib,A,2019-07-27,2019-07-27,Visib,A,
25,77,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-06-27,június 27.,"Jól figyeld meg László napját, Jó előre megjósolja az idő járását.","Amilyen ezen a dátumon az idő, olyan lesz a következő hónapban.",jún. 27,2019-06-27,2019-06-27,Visib,A,2019-07-27,2019-07-27,Visib,A,
25,89,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-06-27,június 27.,"Jól figyeld meg László napját, Jó előre megjósolja az idő járását.","Amilyen ezen a dátumon az idő, olyan lesz a következő hónapban.",jún. 27,2019-06-27,2019-06-27,Visib,A,2019-07-27,2019-07-27,Visib,A,
25,83,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-06-27,június 27.,"Jól figyeld meg László napját, Jó előre megjósolja az idő járását.","Amilyen ezen a dátumon az idő, olyan lesz a következő hónapban.",jún. 27,2019-06-27,2019-06-27,Visib,A,2019-07-27,2019-07-27,Visib,A,
25,75,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-06-27,június 27.,"Jól figyeld meg László napját, Jó előre megjósolja az idő járását.","Amilyen ezen a dátumon az idő, olyan lesz a következő hónapban.",jún. 27,2019-06-27,2019-06-27,Visib,A,2019-07-27,2019-07-27,Visib,A,
25,76,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-06-27,június 27.,"Jól figyeld meg László napját, Jó előre megjósolja az idő járását.","Amilyen ezen a dátumon az idő, olyan lesz a következő hónapban.",jún. 27,2019-06-27,2019-06-27,Visib,A,2019-07-27,2019-07-27,Visib,A,
25,88,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-06-27,június 27.,"Jól figyeld meg László napját, Jó előre megjósolja az idő járását.","Amilyen ezen a dátumon az idő, olyan lesz a következő hónapban.",jún. 27,2019-06-27,2019-06-27,Visib,A,2019-07-27,2019-07-27,Visib,A,
25,80,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-06-27,június 27.,"Jól figyeld meg László napját, Jó előre megjósolja az idő járását.","Amilyen ezen a dátumon az idő, olyan lesz a következő hónapban.",jún. 27,2019-06-27,2019-06-27,Visib,A,2019-07-27,2019-07-27,Visib,A,
25,82,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-06-27,június 27.,"Jól figyeld meg László napját, Jó előre megjósolja az idő járását.","Amilyen ezen a dátumon az idő, olyan lesz a következő hónapban.",jún. 27,2019-06-27,2019-06-27,Visib,A,2019-07-27,2019-07-27,Visib,A,
26,69,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-06-29,június 29.,Péter-Pál napja hagyományos búzaarató nap.   ,"Ezt a dátumot követő két hétben átlagosan kevesebbet esik, mint az ezt megelőző két hétben.",jún. 29,2019-06-15,2019-06-29,Rain,B,2019-06-29,2019-07-13,Rain,A,
26,79,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-06-29,június 29.,Péter-Pál napja hagyományos búzaarató nap.   ,"Ezt a dátumot követő két hétben átlagosan kevesebbet esik, mint az ezt megelőző két hétben.",jún. 29,2019-06-15,2019-06-29,Rain,B,2019-06-29,2019-07-13,Rain,A,
26,76,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-06-29,június 29.,Péter-Pál napja hagyományos búzaarató nap.   ,"Ezt a dátumot követő két hétben átlagosan kevesebbet esik, mint az ezt megelőző két hétben.",jún. 29,2019-06-15,2019-06-29,Rain,B,2019-06-29,2019-07-13,Rain,A,
26,72,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-06-29,június 29.,Péter-Pál napja hagyományos búzaarató nap.   ,"Ezt a dátumot követő két hétben átlagosan kevesebbet esik, mint az ezt megelőző két hétben.",jún. 29,2019-06-15,2019-06-29,Rain,B,2019-06-29,2019-07-13,Rain,A,
26,87,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-06-29,június 29.,Péter-Pál napja hagyományos búzaarató nap.   ,"Ezt a dátumot követő két hétben átlagosan kevesebbet esik, mint az ezt megelőző két hétben.",jún. 29,2019-06-15,2019-06-29,Rain,B,2019-06-29,2019-07-13,Rain,A,
26,69,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-06-29,június 29.,Péter-Pál napja hagyományos búzaarató nap.   ,"Ezt a dátumot követő két hétben átlagosan kevesebbet esik, mint az ezt megelőző két hétben.",jún. 29,2019-06-15,2019-06-29,Rain,B,2019-06-29,2019-07-13,Rain,A,
26,71,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-06-29,június 29.,Péter-Pál napja hagyományos búzaarató nap.   ,"Ezt a dátumot követő két hétben átlagosan kevesebbet esik, mint az ezt megelőző két hétben.",jún. 29,2019-06-15,2019-06-29,Rain,B,2019-06-29,2019-07-13,Rain,A,
26,65,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-06-29,június 29.,Péter-Pál napja hagyományos búzaarató nap.   ,"Ezt a dátumot követő két hétben átlagosan kevesebbet esik, mint az ezt megelőző két hétben.",jún. 29,2019-06-15,2019-06-29,Rain,B,2019-06-29,2019-07-13,Rain,A,
26,42,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-06-29,június 29.,Péter-Pál napja hagyományos búzaarató nap.   ,"Ezt a dátumot követő két hétben átlagosan kevesebbet esik, mint az ezt megelőző két hétben.",jún. 29,2019-06-15,2019-06-29,Rain,B,2019-06-29,2019-07-13,Rain,A,
26,56,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-06-29,június 29.,Péter-Pál napja hagyományos búzaarató nap.   ,"Ezt a dátumot követő két hétben átlagosan kevesebbet esik, mint az ezt megelőző két hétben.",jún. 29,2019-06-15,2019-06-29,Rain,B,2019-06-29,2019-07-13,Rain,A,
26,74,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-06-29,június 29.,Péter-Pál napja hagyományos búzaarató nap.   ,"Ezt a dátumot követő két hétben átlagosan kevesebbet esik, mint az ezt megelőző két hétben.",jún. 29,2019-06-15,2019-06-29,Rain,B,2019-06-29,2019-07-13,Rain,A,
29,38,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-07-25,július 25.,"Ha Jakab napján sok a felhő, sok lesz a hó.","Ha ezen a dátumon felhős, az átlagosnál havasabb tél várható.",júl. 25,2019-07-25,2019-07-25,Visib,-,2019-12-21,2019-03-21,Snow,+,
29,62,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-07-25,július 25.,"Ha Jakab napján sok a felhő, sok lesz a hó.","Ha ezen a dátumon felhős, az átlagosnál havasabb tél várható.",júl. 25,2019-07-25,2019-07-25,Visib,-,2019-12-21,2019-03-21,Snow,+,
29,23,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-07-25,július 25.,"Ha Jakab napján sok a felhő, sok lesz a hó.","Ha ezen a dátumon felhős, az átlagosnál havasabb tél várható.",júl. 25,2019-07-25,2019-07-25,Visib,-,2019-12-21,2019-03-21,Snow,+,
29,60,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-07-25,július 25.,"Ha Jakab napján sok a felhő, sok lesz a hó.","Ha ezen a dátumon felhős, az átlagosnál havasabb tél várható.",júl. 25,2019-07-25,2019-07-25,Visib,-,2019-12-21,2019-03-21,Snow,+,
29,50,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-07-25,július 25.,"Ha Jakab napján sok a felhő, sok lesz a hó.","Ha ezen a dátumon felhős, az átlagosnál havasabb tél várható.",júl. 25,2019-07-25,2019-07-25,Visib,-,2019-12-21,2019-03-21,Snow,+,
29,52,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-07-25,július 25.,"Ha Jakab napján sok a felhő, sok lesz a hó.","Ha ezen a dátumon felhős, az átlagosnál havasabb tél várható.",júl. 25,2019-07-25,2019-07-25,Visib,-,2019-12-21,2019-03-21,Snow,+,
29,66,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-07-25,július 25.,"Ha Jakab napján sok a felhő, sok lesz a hó.","Ha ezen a dátumon felhős, az átlagosnál havasabb tél várható.",júl. 25,2019-07-25,2019-07-25,Visib,-,2019-12-21,2019-03-21,Snow,+,
29,45,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-07-25,július 25.,"Ha Jakab napján sok a felhő, sok lesz a hó.","Ha ezen a dátumon felhős, az átlagosnál havasabb tél várható.",júl. 25,2019-07-25,2019-07-25,Visib,-,2019-12-21,2019-03-21,Snow,+,
29,53,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-07-25,július 25.,"Ha Jakab napján sok a felhő, sok lesz a hó.","Ha ezen a dátumon felhős, az átlagosnál havasabb tél várható.",júl. 25,2019-07-25,2019-07-25,Visib,-,2019-12-21,2019-03-21,Snow,+,
29,58,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-07-25,július 25.,"Ha Jakab napján sok a felhő, sok lesz a hó.","Ha ezen a dátumon felhős, az átlagosnál havasabb tél várható.",júl. 25,2019-07-25,2019-07-25,Visib,-,2019-12-21,2019-03-21,Snow,+,
