
CAEN Rev.1 (activitati ale economiei nationale - sectiuni), Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii persoane, Valoare
I Transport  depozitare si comunicatii, Feminin, Bacau, Anul 1994, Mii persoane, 2.8
I Transport  depozitare si comunicatii, Feminin, Bacau, Anul 1995, Mii persoane, 3
I Transport  depozitare si comunicatii, Feminin, Bacau, Anul 1996, Mii persoane, 3.4
I Transport  depozitare si comunicatii, Feminin, Bacau, Anul 1997, Mii persoane, 3.4
I Transport  depozitare si comunicatii, Feminin, Bacau, Anul 1998, Mii persoane, 3.2
I Transport  depozitare si comunicatii, Feminin, Bacau, Anul 1999, Mii persoane, 2.7
I Transport  depozitare si comunicatii, Feminin, Bacau, Anul 2000, Mii persoane, 2.4
I Transport  depozitare si comunicatii, Feminin, Botosani, Anul 1992, Mii persoane, 1.2
I Transport  depozitare si comunicatii, Feminin, Botosani, Anul 1993, Mii persoane, 1
I Transport  depozitare si comunicatii, Feminin, Botosani, Anul 1994, Mii persoane, 1.1
I Transport  depozitare si comunicatii, Feminin, Botosani, Anul 1995, Mii persoane, 1.4
I Transport  depozitare si comunicatii, Feminin, Botosani, Anul 1996, Mii persoane, 1.2
I Transport  depozitare si comunicatii, Feminin, Botosani, Anul 1997, Mii persoane, 1
I Transport  depozitare si comunicatii, Feminin, Botosani, Anul 1998, Mii persoane, 1.1
I Transport  depozitare si comunicatii, Feminin, Botosani, Anul 1999, Mii persoane, .8
I Transport  depozitare si comunicatii, Feminin, Botosani, Anul 2000, Mii persoane, .7
I Transport  depozitare si comunicatii, Feminin, Iasi, Anul 1992, Mii persoane, 3.3
I Transport  depozitare si comunicatii, Feminin, Iasi, Anul 1993, Mii persoane, 3.3
I Transport  depozitare si comunicatii, Feminin, Iasi, Anul 1994, Mii persoane, 3.5
I Transport  depozitare si comunicatii, Feminin, Iasi, Anul 1995, Mii persoane, 3.3
I Transport  depozitare si comunicatii, Feminin, Iasi, Anul 1996, Mii persoane, 3.7
I Transport  depozitare si comunicatii, Feminin, Iasi, Anul 1997, Mii persoane, 3.5
I Transport  depozitare si comunicatii, Feminin, Iasi, Anul 1998, Mii persoane, 3.2
I Transport  depozitare si comunicatii, Feminin, Iasi, Anul 1999, Mii persoane, 3.3
I Transport  depozitare si comunicatii, Feminin, Iasi, Anul 2000, Mii persoane, 3
I Transport  depozitare si comunicatii, Feminin, Neamt, Anul 1992, Mii persoane, 1.7
I Transport  depozitare si comunicatii, Feminin, Neamt, Anul 1993, Mii persoane, 1.8
I Transport  depozitare si comunicatii, Feminin, Neamt, Anul 1994, Mii persoane, 1.7
I Transport  depozitare si comunicatii, Feminin, Neamt, Anul 1995, Mii persoane, 1.6
I Transport  depozitare si comunicatii, Feminin, Neamt, Anul 1996, Mii persoane, 1.6
I Transport  depozitare si comunicatii, Feminin, Neamt, Anul 1997, Mii persoane, 1.7
I Transport  depozitare si comunicatii, Feminin, Neamt, Anul 1998, Mii persoane, 1.6
I Transport  depozitare si comunicatii, Feminin, Neamt, Anul 1999, Mii persoane, 1.6
I Transport  depozitare si comunicatii, Feminin, Neamt, Anul 2000, Mii persoane, 1.9
I Transport  depozitare si comunicatii, Feminin, Suceava, Anul 1992, Mii persoane, 2.9
I Transport  depozitare si comunicatii, Feminin, Suceava, Anul 1993, Mii persoane, 2.8
I Transport  depozitare si comunicatii, Feminin, Suceava, Anul 1994, Mii persoane, 2.3
I Transport  depozitare si comunicatii, Feminin, Suceava, Anul 1995, Mii persoane, 2.5
I Transport  depozitare si comunicatii, Feminin, Suceava, Anul 1996, Mii persoane, 2.7
I Transport  depozitare si comunicatii, Feminin, Suceava, Anul 1997, Mii persoane, 2.8
I Transport  depozitare si comunicatii, Feminin, Suceava, Anul 1998, Mii persoane, 2.3
I Transport  depozitare si comunicatii, Feminin, Suceava, Anul 1999, Mii persoane, 2
I Transport  depozitare si comunicatii, Feminin, Suceava, Anul 2000, Mii persoane, 2
I Transport  depozitare si comunicatii, Feminin, Vaslui, Anul 1992, Mii persoane, 1.2
I Transport  depozitare si comunicatii, Feminin, Vaslui, Anul 1993, Mii persoane, 1.2
I Transport  depozitare si comunicatii, Feminin, Vaslui, Anul 1994, Mii persoane, 1.2
I Transport  depozitare si comunicatii, Feminin, Vaslui, Anul 1995, Mii persoane, 1.3
I Transport  depozitare si comunicatii, Feminin, Vaslui, Anul 1996, Mii persoane, 1.4
I Transport  depozitare si comunicatii, Feminin, Vaslui, Anul 1997, Mii persoane, 1.2
I Transport  depozitare si comunicatii, Feminin, Vaslui, Anul 1998, Mii persoane, 1.1
I Transport  depozitare si comunicatii, Feminin, Vaslui, Anul 1999, Mii persoane, .9
I Transport  depozitare si comunicatii, Feminin, Vaslui, Anul 2000, Mii persoane, .9
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-EST, Anul 1992, Mii persoane, 23.5
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-EST, Anul 1993, Mii persoane, 23.4
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-EST, Anul 1994, Mii persoane, 20.8
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-EST, Anul 1995, Mii persoane, 21.7
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-EST, Anul 1996, Mii persoane, 21.7
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-EST, Anul 1997, Mii persoane, 20.9
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-EST, Anul 1998, Mii persoane, 18.2
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-EST, Anul 1999, Mii persoane, 17
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-EST, Anul 2000, Mii persoane, 16.1
I Transport  depozitare si comunicatii, Feminin, Braila, Anul 1992, Mii persoane, 2.1
I Transport  depozitare si comunicatii, Feminin, Braila, Anul 1993, Mii persoane, 2.3
I Transport  depozitare si comunicatii, Feminin, Braila, Anul 1994, Mii persoane, 2.1
I Transport  depozitare si comunicatii, Feminin, Braila, Anul 1995, Mii persoane, 2.6
I Transport  depozitare si comunicatii, Feminin, Braila, Anul 1996, Mii persoane, 2.3
I Transport  depozitare si comunicatii, Feminin, Braila, Anul 1997, Mii persoane, 2.5
I Transport  depozitare si comunicatii, Feminin, Braila, Anul 1998, Mii persoane, 1.9
I Transport  depozitare si comunicatii, Feminin, Braila, Anul 1999, Mii persoane, 1.6
I Transport  depozitare si comunicatii, Feminin, Braila, Anul 2000, Mii persoane, 1.4
I Transport  depozitare si comunicatii, Feminin, Buzau, Anul 1992, Mii persoane, 2.2
I Transport  depozitare si comunicatii, Feminin, Buzau, Anul 1993, Mii persoane, 2.2
I Transport  depozitare si comunicatii, Feminin, Buzau, Anul 1994, Mii persoane, 2
I Transport  depozitare si comunicatii, Feminin, Buzau, Anul 1995, Mii persoane, 2
I Transport  depozitare si comunicatii, Feminin, Buzau, Anul 1996, Mii persoane, 2
I Transport  depozitare si comunicatii, Feminin, Buzau, Anul 1997, Mii persoane, 1.9
I Transport  depozitare si comunicatii, Feminin, Buzau, Anul 1998, Mii persoane, 1.6
I Transport  depozitare si comunicatii, Feminin, Buzau, Anul 1999, Mii persoane, 1.7
I Transport  depozitare si comunicatii, Feminin, Buzau, Anul 2000, Mii persoane, 1.4
I Transport  depozitare si comunicatii, Feminin, Constanta, Anul 1992, Mii persoane, 10.3
I Transport  depozitare si comunicatii, Feminin, Constanta, Anul 1993, Mii persoane, 10.3
I Transport  depozitare si comunicatii, Feminin, Constanta, Anul 1994, Mii persoane, 9.1
I Transport  depozitare si comunicatii, Feminin, Constanta, Anul 1995, Mii persoane, 9.4
I Transport  depozitare si comunicatii, Feminin, Constanta, Anul 1996, Mii persoane, 8.9
I Transport  depozitare si comunicatii, Feminin, Constanta, Anul 1997, Mii persoane, 9
I Transport  depozitare si comunicatii, Feminin, Constanta, Anul 1998, Mii persoane, 7.6
I Transport  depozitare si comunicatii, Feminin, Constanta, Anul 1999, Mii persoane, 7.4
I Transport  depozitare si comunicatii, Feminin, Constanta, Anul 2000, Mii persoane, 7.2
I Transport  depozitare si comunicatii, Feminin, Galati, Anul 1992, Mii persoane, 5.7
I Transport  depozitare si comunicatii, Feminin, Galati, Anul 1993, Mii persoane, 5.5
I Transport  depozitare si comunicatii, Feminin, Galati, Anul 1994, Mii persoane, 4.8
I Transport  depozitare si comunicatii, Feminin, Galati, Anul 1995, Mii persoane, 5
I Transport  depozitare si comunicatii, Feminin, Galati, Anul 1996, Mii persoane, 5.1
I Transport  depozitare si comunicatii, Feminin, Galati, Anul 1997, Mii persoane, 4.7
I Transport  depozitare si comunicatii, Feminin, Galati, Anul 1998, Mii persoane, 4.3
I Transport  depozitare si comunicatii, Feminin, Galati, Anul 1999, Mii persoane, 3.8
I Transport  depozitare si comunicatii, Feminin, Galati, Anul 2000, Mii persoane, 3.7
I Transport  depozitare si comunicatii, Feminin, Tulcea, Anul 1992, Mii persoane, 1.5
I Transport  depozitare si comunicatii, Feminin, Tulcea, Anul 1993, Mii persoane, 1.4
I Transport  depozitare si comunicatii, Feminin, Tulcea, Anul 1994, Mii persoane, 1.3
I Transport  depozitare si comunicatii, Feminin, Tulcea, Anul 1995, Mii persoane, 1.4
I Transport  depozitare si comunicatii, Feminin, Tulcea, Anul 1996, Mii persoane, 1.8
I Transport  depozitare si comunicatii, Feminin, Tulcea, Anul 1997, Mii persoane, 1.3
I Transport  depozitare si comunicatii, Feminin, Tulcea, Anul 1998, Mii persoane, 1.4
I Transport  depozitare si comunicatii, Feminin, Tulcea, Anul 1999, Mii persoane, 1.1
I Transport  depozitare si comunicatii, Feminin, Tulcea, Anul 2000, Mii persoane, 1.2
I Transport  depozitare si comunicatii, Feminin, Vrancea, Anul 1992, Mii persoane, 1.7
I Transport  depozitare si comunicatii, Feminin, Vrancea, Anul 1993, Mii persoane, 1.7
I Transport  depozitare si comunicatii, Feminin, Vrancea, Anul 1994, Mii persoane, 1.5
I Transport  depozitare si comunicatii, Feminin, Vrancea, Anul 1995, Mii persoane, 1.3
I Transport  depozitare si comunicatii, Feminin, Vrancea, Anul 1996, Mii persoane, 1.6
I Transport  depozitare si comunicatii, Feminin, Vrancea, Anul 1997, Mii persoane, 1.5
I Transport  depozitare si comunicatii, Feminin, Vrancea, Anul 1998, Mii persoane, 1.4
I Transport  depozitare si comunicatii, Feminin, Vrancea, Anul 1999, Mii persoane, 1.4
I Transport  depozitare si comunicatii, Feminin, Vrancea, Anul 2000, Mii persoane, 1.2
I Transport  depozitare si comunicatii, Feminin, MACROREGIUNEA TREI, Anul 1992, Mii persoane, 47.7
I Transport  depozitare si comunicatii, Feminin, MACROREGIUNEA TREI, Anul 1993, Mii persoane, 44.5
I Transport  depozitare si comunicatii, Feminin, MACROREGIUNEA TREI, Anul 1994, Mii persoane, 44.2
I Transport  depozitare si comunicatii, Feminin, MACROREGIUNEA TREI, Anul 1995, Mii persoane, 42.8
I Transport  depozitare si comunicatii, Feminin, MACROREGIUNEA TREI, Anul 1996, Mii persoane, 41.2
I Transport  depozitare si comunicatii, Feminin, MACROREGIUNEA TREI, Anul 1997, Mii persoane, 39.9
I Transport  depozitare si comunicatii, Feminin, MACROREGIUNEA TREI, Anul 1998, Mii persoane, 39.8
I Transport  depozitare si comunicatii, Feminin, MACROREGIUNEA TREI, Anul 1999, Mii persoane, 37
I Transport  depozitare si comunicatii, Feminin, MACROREGIUNEA TREI, Anul 2000, Mii persoane, 38.1
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-MUNTENIA, Anul 1992, Mii persoane, 19.1
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-MUNTENIA, Anul 1993, Mii persoane, 17.8
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-MUNTENIA, Anul 1994, Mii persoane, 17.1
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-MUNTENIA, Anul 1995, Mii persoane, 16.6
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-MUNTENIA, Anul 1996, Mii persoane, 15.7
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-MUNTENIA, Anul 1997, Mii persoane, 15.1
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-MUNTENIA, Anul 1998, Mii persoane, 14
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-MUNTENIA, Anul 1999, Mii persoane, 12.2
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-MUNTENIA, Anul 2000, Mii persoane, 12.7
I Transport  depozitare si comunicatii, Feminin, Arges, Anul 1992, Mii persoane, 2.9
I Transport  depozitare si comunicatii, Feminin, Arges, Anul 1993, Mii persoane, 2.8
I Transport  depozitare si comunicatii, Feminin, Arges, Anul 1994, Mii persoane, 2.5
I Transport  depozitare si comunicatii, Feminin, Arges, Anul 1995, Mii persoane, 2.8
I Transport  depozitare si comunicatii, Feminin, Arges, Anul 1996, Mii persoane, 2.7
I Transport  depozitare si comunicatii, Feminin, Arges, Anul 1997, Mii persoane, 2.5
I Transport  depozitare si comunicatii, Feminin, Arges, Anul 1998, Mii persoane, 2.4
I Transport  depozitare si comunicatii, Feminin, Arges, Anul 1999, Mii persoane, 2.2
I Transport  depozitare si comunicatii, Feminin, Arges, Anul 2000, Mii persoane, 2
I Transport  depozitare si comunicatii, Feminin, Calarasi, Anul 1992, Mii persoane, 1.2
I Transport  depozitare si comunicatii, Feminin, Calarasi, Anul 1993, Mii persoane, 1.4
I Transport  depozitare si comunicatii, Feminin, Calarasi, Anul 1994, Mii persoane, 1.1
I Transport  depozitare si comunicatii, Feminin, Calarasi, Anul 1995, Mii persoane, 1.2
I Transport  depozitare si comunicatii, Feminin, Calarasi, Anul 1996, Mii persoane, 1.1
I Transport  depozitare si comunicatii, Feminin, Calarasi, Anul 1997, Mii persoane, 1.1
I Transport  depozitare si comunicatii, Feminin, Calarasi, Anul 1998, Mii persoane, 1.1
I Transport  depozitare si comunicatii, Feminin, Calarasi, Anul 1999, Mii persoane, .9
I Transport  depozitare si comunicatii, Feminin, Calarasi, Anul 2000, Mii persoane, .9
I Transport  depozitare si comunicatii, Feminin, Dambovita, Anul 1992, Mii persoane, 2.6
I Transport  depozitare si comunicatii, Feminin, Dambovita, Anul 1993, Mii persoane, 2.2
I Transport  depozitare si comunicatii, Feminin, Dambovita, Anul 1994, Mii persoane, 2.3
I Transport  depozitare si comunicatii, Feminin, Dambovita, Anul 1995, Mii persoane, 2
I Transport  depozitare si comunicatii, Feminin, Dambovita, Anul 1996, Mii persoane, 2
I Transport  depozitare si comunicatii, Feminin, Dambovita, Anul 1997, Mii persoane, 1.7
I Transport  depozitare si comunicatii, Feminin, Dambovita, Anul 1998, Mii persoane, 1.8
I Transport  depozitare si comunicatii, Feminin, Dambovita, Anul 1999, Mii persoane, 1.4
I Transport  depozitare si comunicatii, Feminin, Dambovita, Anul 2000, Mii persoane, 1.6
I Transport  depozitare si comunicatii, Feminin, Giurgiu, Anul 1992, Mii persoane, 1.5
I Transport  depozitare si comunicatii, Feminin, Giurgiu, Anul 1993, Mii persoane, 1.4
I Transport  depozitare si comunicatii, Feminin, Giurgiu, Anul 1994, Mii persoane, 1.4
I Transport  depozitare si comunicatii, Feminin, Giurgiu, Anul 1995, Mii persoane, 1.5
I Transport  depozitare si comunicatii, Feminin, Giurgiu, Anul 1996, Mii persoane, 1.3
I Transport  depozitare si comunicatii, Feminin, Giurgiu, Anul 1997, Mii persoane, 1.3
I Transport  depozitare si comunicatii, Feminin, Giurgiu, Anul 1998, Mii persoane, 1.1
I Transport  depozitare si comunicatii, Feminin, Giurgiu, Anul 1999, Mii persoane, 1.1
I Transport  depozitare si comunicatii, Feminin, Giurgiu, Anul 2000, Mii persoane, 1.3
I Transport  depozitare si comunicatii, Feminin, Ialomita, Anul 1992, Mii persoane, 1.9
I Transport  depozitare si comunicatii, Feminin, Ialomita, Anul 1993, Mii persoane, 1.4
I Transport  depozitare si comunicatii, Feminin, Ialomita, Anul 1994, Mii persoane, 1.5
I Transport  depozitare si comunicatii, Feminin, Ialomita, Anul 1995, Mii persoane, 1.5
I Transport  depozitare si comunicatii, Feminin, Ialomita, Anul 1996, Mii persoane, 1.7
I Transport  depozitare si comunicatii, Feminin, Ialomita, Anul 1997, Mii persoane, 1.6
I Transport  depozitare si comunicatii, Feminin, Ialomita, Anul 1998, Mii persoane, 1.1
I Transport  depozitare si comunicatii, Feminin, Ialomita, Anul 1999, Mii persoane, 1.1
I Transport  depozitare si comunicatii, Feminin, Ialomita, Anul 2000, Mii persoane, 1
I Transport  depozitare si comunicatii, Feminin, Prahova, Anul 1992, Mii persoane, 7.2
I Transport  depozitare si comunicatii, Feminin, Prahova, Anul 1993, Mii persoane, 7
I Transport  depozitare si comunicatii, Feminin, Prahova, Anul 1994, Mii persoane, 6.7
I Transport  depozitare si comunicatii, Feminin, Prahova, Anul 1995, Mii persoane, 5.7
I Transport  depozitare si comunicatii, Feminin, Prahova, Anul 1996, Mii persoane, 5.6
I Transport  depozitare si comunicatii, Feminin, Prahova, Anul 1997, Mii persoane, 5.4
I Transport  depozitare si comunicatii, Feminin, Prahova, Anul 1998, Mii persoane, 5.4
I Transport  depozitare si comunicatii, Feminin, Prahova, Anul 1999, Mii persoane, 4.5
I Transport  depozitare si comunicatii, Feminin, Prahova, Anul 2000, Mii persoane, 4.9
I Transport  depozitare si comunicatii, Feminin, Teleorman, Anul 1992, Mii persoane, 1.8
I Transport  depozitare si comunicatii, Feminin, Teleorman, Anul 1993, Mii persoane, 1.6
I Transport  depozitare si comunicatii, Feminin, Teleorman, Anul 1994, Mii persoane, 1.6
I Transport  depozitare si comunicatii, Feminin, Teleorman, Anul 1995, Mii persoane, 1.9
I Transport  depozitare si comunicatii, Feminin, Teleorman, Anul 1996, Mii persoane, 1.3
I Transport  depozitare si comunicatii, Feminin, Teleorman, Anul 1997, Mii persoane, 1.5
I Transport  depozitare si comunicatii, Feminin, Teleorman, Anul 1998, Mii persoane, 1.1
I Transport  depozitare si comunicatii, Feminin, Teleorman, Anul 1999, Mii persoane, 1
I Transport  depozitare si comunicatii, Feminin, Teleorman, Anul 2000, Mii persoane, 1
I Transport  depozitare si comunicatii, Feminin, Regiunea BUCURESTI - ILFOV, Anul 1992, Mii persoane, 28.6
I Transport  depozitare si comunicatii, Feminin, Regiunea BUCURESTI - ILFOV, Anul 1993, Mii persoane, 26.7
I Transport  depozitare si comunicatii, Feminin, Regiunea BUCURESTI - ILFOV, Anul 1994, Mii persoane, 27.1
I Transport  depozitare si comunicatii, Feminin, Regiunea BUCURESTI - ILFOV, Anul 1995, Mii persoane, 26.2
I Transport  depozitare si comunicatii, Feminin, Regiunea BUCURESTI - ILFOV, Anul 1996, Mii persoane, 25.5
I Transport  depozitare si comunicatii, Feminin, Regiunea BUCURESTI - ILFOV, Anul 1997, Mii persoane, 24.8
I Transport  depozitare si comunicatii, Feminin, Regiunea BUCURESTI - ILFOV, Anul 1998, Mii persoane, 25.8
I Transport  depozitare si comunicatii, Feminin, Regiunea BUCURESTI - ILFOV, Anul 1999, Mii persoane, 24.8
I Transport  depozitare si comunicatii, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2000, Mii persoane, 25.4
I Transport  depozitare si comunicatii, Feminin, Ilfov, Anul 1996, Mii persoane, 2.2
I Transport  depozitare si comunicatii, Feminin, Ilfov, Anul 1997, Mii persoane, 1.9
I Transport  depozitare si comunicatii, Feminin, Ilfov, Anul 1998, Mii persoane, .9
I Transport  depozitare si comunicatii, Feminin, Ilfov, Anul 1999, Mii persoane, 1.7
I Transport  depozitare si comunicatii, Feminin, Ilfov, Anul 2000, Mii persoane, 1.9
I Transport  depozitare si comunicatii, Feminin, Municipiul Bucuresti, Anul 1996, Mii persoane, 23.3
I Transport  depozitare si comunicatii, Feminin, Municipiul Bucuresti, Anul 1997, Mii persoane, 22.9
I Transport  depozitare si comunicatii, Feminin, Municipiul Bucuresti, Anul 1998, Mii persoane, 24.9
I Transport  depozitare si comunicatii, Feminin, Municipiul Bucuresti, Anul 1999, Mii persoane, 23.1
I Transport  depozitare si comunicatii, Feminin, Municipiul Bucuresti, Anul 2000, Mii persoane, 23.5
I Transport  depozitare si comunicatii, Feminin, Mun. Bucuresti -incl. SAI, Anul 1992, Mii persoane, 28.6
I Transport  depozitare si comunicatii, Feminin, Mun. Bucuresti -incl. SAI, Anul 1993, Mii persoane, 26.7
I Transport  depozitare si comunicatii, Feminin, Mun. Bucuresti -incl. SAI, Anul 1994, Mii persoane, 27.1
I Transport  depozitare si comunicatii, Feminin, Mun. Bucuresti -incl. SAI, Anul 1995, Mii persoane, 26.2
I Transport  depozitare si comunicatii, Feminin, MACROREGIUNEA PATRU, Anul 1992, Mii persoane, 29.2
I Transport  depozitare si comunicatii, Feminin, MACROREGIUNEA PATRU, Anul 1993, Mii persoane, 29.4
I Transport  depozitare si comunicatii, Feminin, MACROREGIUNEA PATRU, Anul 1994, Mii persoane, 26.7
I Transport  depozitare si comunicatii, Feminin, MACROREGIUNEA PATRU, Anul 1995, Mii persoane, 27.3
I Transport  depozitare si comunicatii, Feminin, MACROREGIUNEA PATRU, Anul 1996, Mii persoane, 25.8
I Transport  depozitare si comunicatii, Feminin, MACROREGIUNEA PATRU, Anul 1997, Mii persoane, 23.6
I Transport  depozitare si comunicatii, Feminin, MACROREGIUNEA PATRU, Anul 1998, Mii persoane, 20.9
I Transport  depozitare si comunicatii, Feminin, MACROREGIUNEA PATRU, Anul 1999, Mii persoane, 20.3
I Transport  depozitare si comunicatii, Feminin, MACROREGIUNEA PATRU, Anul 2000, Mii persoane, 19.7
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-VEST OLTENIA, Anul 1992, Mii persoane, 13.4
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-VEST OLTENIA, Anul 1993, Mii persoane, 13.4
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-VEST OLTENIA, Anul 1994, Mii persoane, 12
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-VEST OLTENIA, Anul 1995, Mii persoane, 11.5
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-VEST OLTENIA, Anul 1996, Mii persoane, 11.6
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-VEST OLTENIA, Anul 1997, Mii persoane, 10.7
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-VEST OLTENIA, Anul 1998, Mii persoane, 9.4
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-VEST OLTENIA, Anul 1999, Mii persoane, 9.2
I Transport  depozitare si comunicatii, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2000, Mii persoane, 9
I Transport  depozitare si comunicatii, Feminin, Dolj, Anul 1992, Mii persoane, 4.9
I Transport  depozitare si comunicatii, Feminin, Dolj, Anul 1993, Mii persoane, 5.1
I Transport  depozitare si comunicatii, Feminin, Dolj, Anul 1994, Mii persoane, 4.6
I Transport  depozitare si comunicatii, Feminin, Dolj, Anul 1995, Mii persoane, 3.6
I Transport  depozitare si comunicatii, Feminin, Dolj, Anul 1996, Mii persoane, 4.2
I Transport  depozitare si comunicatii, Feminin, Dolj, Anul 1997, Mii persoane, 4.4
I Transport  depozitare si comunicatii, Feminin, Dolj, Anul 1998, Mii persoane, 3.3
I Transport  depozitare si comunicatii, Feminin, Dolj, Anul 1999, Mii persoane, 3.4
I Transport  depozitare si comunicatii, Feminin, Dolj, Anul 2000, Mii persoane, 3.4
I Transport  depozitare si comunicatii, Feminin, Gorj, Anul 1992, Mii persoane, 2.9
I Transport  depozitare si comunicatii, Feminin, Gorj, Anul 1993, Mii persoane, 2.6
I Transport  depozitare si comunicatii, Feminin, Gorj, Anul 1994, Mii persoane, 2.6
I Transport  depozitare si comunicatii, Feminin, Gorj, Anul 1995, Mii persoane, 2.7
I Transport  depozitare si comunicatii, Feminin, Gorj, Anul 1996, Mii persoane, 2.5
I Transport  depozitare si comunicatii, Feminin, Gorj, Anul 1997, Mii persoane, 2
I Transport  depozitare si comunicatii, Feminin, Gorj, Anul 1998, Mii persoane, 1.7
I Transport  depozitare si comunicatii, Feminin, Gorj, Anul 1999, Mii persoane, 1.6
I Transport  depozitare si comunicatii, Feminin, Gorj, Anul 2000, Mii persoane, 1.5
I Transport  depozitare si comunicatii, Feminin, Mehedinti, Anul 1992, Mii persoane, 1.6
I Transport  depozitare si comunicatii, Feminin, Mehedinti, Anul 1993, Mii persoane, 1.4
I Transport  depozitare si comunicatii, Feminin, Mehedinti, Anul 1994, Mii persoane, 1.3
I Transport  depozitare si comunicatii, Feminin, Mehedinti, Anul 1995, Mii persoane, 1.6
I Transport  depozitare si comunicatii, Feminin, Mehedinti, Anul 1996, Mii persoane, 1.3
I Transport  depozitare si comunicatii, Feminin, Mehedinti, Anul 1997, Mii persoane, 1.3
I Transport  depozitare si comunicatii, Feminin, Mehedinti, Anul 1998, Mii persoane, 1.3
I Transport  depozitare si comunicatii, Feminin, Mehedinti, Anul 1999, Mii persoane, 1.1
I Transport  depozitare si comunicatii, Feminin, Mehedinti, Anul 2000, Mii persoane, 1.1
I Transport  depozitare si comunicatii, Feminin, Olt, Anul 1992, Mii persoane, 2.1
I Transport  depozitare si comunicatii, Feminin, Olt, Anul 1993, Mii persoane, 1.9
I Transport  depozitare si comunicatii, Feminin, Olt, Anul 1994, Mii persoane, 1.6
I Transport  depozitare si comunicatii, Feminin, Olt, Anul 1995, Mii persoane, 1.7
I Transport  depozitare si comunicatii, Feminin, Olt, Anul 1996, Mii persoane, 1.6
I Transport  depozitare si comunicatii, Feminin, Olt, Anul 1997, Mii persoane, 1.5
I Transport  depozitare si comunicatii, Feminin, Olt, Anul 1998, Mii persoane, 1.4
I Transport  depozitare si comunicatii, Feminin, Olt, Anul 1999, Mii persoane, 1.3
I Transport  depozitare si comunicatii, Feminin, Olt, Anul 2000, Mii persoane, 1.3
I Transport  depozitare si comunicatii, Feminin, Valcea, Anul 1992, Mii persoane, 1.9
I Transport  depozitare si comunicatii, Feminin, Valcea, Anul 1993, Mii persoane, 2.4
I Transport  depozitare si comunicatii, Feminin, Valcea, Anul 1994, Mii persoane, 1.9
I Transport  depozitare si comunicatii, Feminin, Valcea, Anul 1995, Mii persoane, 1.9
I Transport  depozitare si comunicatii, Feminin, Valcea, Anul 1996, Mii persoane, 2
I Transport  depozitare si comunicatii, Feminin, Valcea, Anul 1997, Mii persoane, 1.5
I Transport  depozitare si comunicatii, Feminin, Valcea, Anul 1998, Mii persoane, 1.7
I Transport  depozitare si comunicatii, Feminin, Valcea, Anul 1999, Mii persoane, 1.8
I Transport  depozitare si comunicatii, Feminin, Valcea, Anul 2000, Mii persoane, 1.7
I Transport  depozitare si comunicatii, Feminin, Regiunea VEST, Anul 1992, Mii persoane, 15.8
I Transport  depozitare si comunicatii, Feminin, Regiunea VEST, Anul 1993, Mii persoane, 16
I Transport  depozitare si comunicatii, Feminin, Regiunea VEST, Anul 1994, Mii persoane, 14.7
I Transport  depozitare si comunicatii, Feminin, Regiunea VEST, Anul 1995, Mii persoane, 15.8
I Transport  depozitare si comunicatii, Feminin, Regiunea VEST, Anul 1996, Mii persoane, 14.2
I Transport  depozitare si comunicatii, Feminin, Regiunea VEST, Anul 1997, Mii persoane, 12.9
I Transport  depozitare si comunicatii, Feminin, Regiunea VEST, Anul 1998, Mii persoane, 11.5
I Transport  depozitare si comunicatii, Feminin, Regiunea VEST, Anul 1999, Mii persoane, 11.1
I Transport  depozitare si comunicatii, Feminin, Regiunea VEST, Anul 2000, Mii persoane, 10.7
I Transport  depozitare si comunicatii, Feminin, Arad, Anul 1992, Mii persoane, 3.2
I Transport  depozitare si comunicatii, Feminin, Arad, Anul 1993, Mii persoane, 3.5
